,Station,lat,lon,Elevation
648,NG000061096,13.233,11.983,337.0
649,NGM00061045,13.983,10.3,460.0
650,NGM00061053,13.033,3.3,225.0
651,NGM00061085,13.373,12.627,303.0
652,NGM00061091,12.983,8.933,403.0
653,NGM00061099,11.883,3.45,202.0
654,UVM00065505,12.467,3.483,300.0
655,NIM00065046,12.048,8.525,476.1
656,NIM00065082,11.85,13.083,354.0
657,NIM00065101,8.44,4.494,343.2
658,NIM00065123,9.617,6.533,260.0
659,NIM00065134,9.64,8.869,1289.9
660,NIM00065167,9.258,12.43,182.6
661,NIM00065201,6.577,3.321,41.1
662,NIM00065250,5.015,6.95,26.5
663,NIM00065257,6.467,7.55,137.0
664,NIM00065271,7.704,8.614,113.1
665,MR000001489,16.5,-15.82,5.0
666,SG000001627,15.38,-15.15,21.0
667,SG00000O067,14.8,-17.07,71.0
668,SG00000O077,14.67,-17.43,40.0
669,SG000061612,16.633,-14.917,7.0
670,SG000061641,14.733,-17.5,24.0
671,SG000061687,13.767,-13.683,50.0
672,SGM00061630,15.65,-13.25,17.0
673,SGM00061666,14.65,-16.233,9.0
674,SGM00061679,14.147,-16.051,7.9
675,SGM00061695,12.556,-16.282,22.9
676,SGM00061697,12.41,-16.746,15.8
677,SGM00061698,12.883,-14.967,10.0
678,SGM00061699,12.572,-12.22,178.0
679,SL000061856,8.617,-13.2,27.0
680,SLM00061892,8.65,-10.967,390.0
681,SF000028850,-34.75,20.0,12.0
682,SF000030320,-34.533,20.033,50.0
683,SF000047220,-34.03,18.42,100.0
684,SF000061920,-34.18,19.1,262.0
685,SF000065270,-34.28,19.32,213.0
686,SF000066120,-34.22,19.35,122.0
687,SF000067330,-34.22,19.43,244.0
688,SF000068296,-24.983,31.6,271.0
689,SF000068370,-26.467,29.45,838.0
690,SF000068438,-28.8,24.767,1196.0
691,SF000068496,-28.5,32.4,107.0
692,SF000068712,-32.833,17.85,67.0
693,SF000068858,-33.033,27.833,125.0
694,SF000068994,-46.883,37.867,21.0
695,SF000081360,-34.27,20.08,244.0
696,SF000083670,-34.12,20.23,168.0
697,SF000084700,-34.32,20.3,168.0
698,SF000087510,-34.0,20.43,250.0
699,SF000087820,-34.03,20.45,143.0
700,SF000097830,-34.07,20.97,98.0
701,SF000098150,-34.08,20.95,91.0
702,SF000104560,-34.083,21.25,116.0
703,SF000107420,-34.37,21.42,15.0
704,SF000111320,-34.2,21.6,168.0
705,SF000123030,-34.07,22.18,91.0
706,SF000140630,-34.05,23.05,15.0
707,SF000143930,-34.05,23.23,229.0
708,SF000174520,-34.03,24.78,140.0
709,SF000175820,-34.2,24.833,7.0
710,SF000206890,-33.98,18.38,655.0
711,SF000207460,-33.93,18.42,91.0
712,SF000207470,-33.95,18.42,183.0
713,SF000207760,-33.93,18.43,61.0
714,SF000208660,-33.93,18.48,40.0
715,SF000210550,-33.92,18.53,15.0
716,SF000211300,-33.67,18.58,42.0
717,SF000212600,-33.83,18.65,152.0
718,SF000213300,-34.02,18.68,30.0
719,SF000215910,-33.85,18.83,180.0
720,SF000216550,-33.93,18.87,122.0
721,SF000218230,-33.72,18.97,125.0
722,SF000220380,-33.63,19.05,185.0
723,SF000221130,-33.88,19.07,223.0
724,SF000225210,-33.68,19.32,225.0
725,SF000225390,-34.0,19.3,350.0
726,SF000227590,-33.617,19.467,270.0
727,SF000228030,-33.88,19.45,296.0
728,SF000235970,-33.95,19.83,236.0
729,SF000236110,-33.68,19.85,952.0
730,SF000236290,-33.98,19.85,285.0
731,SF000236740,-33.75,19.88,375.0
732,SF000236780,-33.8,19.9,204.0
733,SF000241970,-33.78,20.13,223.0
734,SF000254140,-33.9,20.73,375.0
735,SF000255990,-33.98,20.83,433.0
736,SF000273020,-33.53,21.68,228.0
737,SF000278760,-33.62,22.0,250.0
738,SF000281500,-34.0,22.07,183.0
739,SF000283350,-33.617,22.2,311.0
740,SF000284070,-33.78,22.23,411.0
741,SF000284150,-33.92,22.23,457.0
742,SF000285360,-33.93,22.28,297.0
743,SF000287710,-33.85,22.45,610.0
744,SF000288380,-34.017,22.383,190.0
745,SF000292940,-33.9,22.68,360.0
746,SF000292970,-33.95,22.67,333.0
747,SF000295420,-33.53,22.82,565.0
748,SF000296920,-33.53,22.9,610.0
749,SF000298050,-33.93,22.97,282.0
750,SF000298630,-33.9,23.0,442.0
751,SF000300880,-33.97,23.05,280.0
752,SF000300900,-34.03,23.08,259.0
753,SF000302190,-33.67,23.13,730.0
754,SF000302650,-33.92,23.15,680.0
755,SF000304930,-33.68,23.28,1080.0
756,SF000307750,-33.93,23.42,260.0
757,SF000312370,-33.95,23.63,243.0
758,SF000315070,-33.97,23.78,229.0
759,SF000322090,-33.98,24.12,235.0
760,SF000325030,-33.9,24.28,448.0
761,SF000336800,-33.83,24.88,40.0
762,SF000338710,-33.53,25.02,550.0
763,SF000340520,-33.87,25.03,80.0
764,SF000341210,-33.52,25.08,320.0
765,SF000341380,-33.8,25.08,420.0
766,SF000343810,-33.85,25.22,420.0
767,SF000347620,-33.7,25.433,157.0
768,SF000352090,-33.98,25.62,50.0
769,SF000366050,-33.57,26.33,274.0
770,SF000366420,-33.7,26.37,191.0
771,SF000367290,-33.65,26.42,183.0
772,SF000375410,-33.52,26.82,210.0
773,SF000376960,-33.6,26.883,37.0
774,SF000406040,-33.07,18.35,37.0
775,SF000406530,-33.4,18.38,244.0
776,SF000413470,-33.28,18.7,170.0
777,SF000414170,-33.467,18.717,102.0
778,SF000422270,-33.28,19.15,165.0
779,SF000423250,-33.43,19.18,268.0
780,SF000423570,-33.45,19.2,255.0
781,SF000440500,-33.35,20.05,782.0
782,SF000447650,-33.25,20.43,1064.0
783,SF000451340,-33.23,20.58,896.0
784,SF000451840,-33.07,20.58,930.0
785,SF000456110,-33.2,20.867,656.0
786,SF000460580,-33.48,21.02,411.0
787,SF000464570,-33.12,21.27,700.0
788,SF000464790,-33.5,21.27,549.0
789,SF000468980,-33.47,21.5,518.0
790,SF000473590,-33.48,21.7,335.0
791,SF000474360,-33.27,21.77,457.0
792,SF000477160,-33.43,21.9,579.0
793,SF000480430,-33.217,22.033,0.0
794,SF000480830,-33.4,22.07,716.0
795,SF000486240,-33.42,22.37,777.0
796,SF000490500,-33.33,22.53,732.0
797,SF000490600,-33.48,22.53,472.0
798,SF000493720,-33.2,22.67,832.0
799,SF000495620,-33.38,22.82,914.0
800,SF000502300,-33.35,23.13,680.0
801,SF000508870,-33.283,23.5,842.0
802,SF000514300,-33.17,23.75,632.0
803,SF000515800,-33.18,23.83,622.0
804,SF000522700,-33.5,24.15,732.0
805,SF000525710,-33.02,24.33,567.0
806,SF000525900,-33.33,24.35,427.0
807,SF000528860,-33.27,24.5,533.0
808,SF000534320,-33.2,24.73,555.0
809,SF000535880,-33.3,24.83,549.0
810,SF000547850,-33.08,25.47,421.0
811,SF000561390,-33.32,26.08,274.0
812,SF000565970,-33.45,26.33,384.0
813,SF000567090,-33.32,26.38,546.0
814,SF000570480,-33.283,26.5,642.0
815,SF000581920,-33.2,27.12,290.0
816,SF000592430,-33.05,27.65,189.0
817,SF000597220,-33.02,27.92,46.0
818,SF000608640,-32.92,18.0,120.0
819,SF000624440,-32.92,18.77,229.0
820,SF000660270,-32.95,20.52,1320.0
821,SF000670740,-32.73,21.05,1094.0
822,SF000680100,-32.67,21.52,732.0
823,SF000683290,-32.98,21.68,616.0
824,SF000685470,-32.62,21.82,625.0
825,SF000685890,-32.82,21.83,610.0
826,SF000688570,-32.78,21.98,549.0
827,SF000694830,-32.55,22.28,671.0
828,SF000695590,-32.82,22.32,792.0
829,SF000698560,-32.77,22.48,866.0
830,SF000700330,-32.57,22.53,847.0
831,SF000700930,-32.55,22.55,890.0
832,SF000712640,-32.9,23.15,771.0
833,SF000735550,-32.75,24.32,748.0
834,SF000738710,-32.52,24.5,613.0
835,SF000742560,-32.77,24.65,518.0
836,SF000742960,-32.933,24.667,424.0
837,SF000743630,-32.55,24.72,637.0
838,SF000750900,-33.0,25.05,320.0
839,SF000752150,-32.58,25.13,715.0
840,SF000753660,-32.58,25.25,790.0
841,SF000754830,-32.55,25.28,910.0
842,SF000757450,-32.92,25.42,720.0
843,SF000757840,-32.57,25.45,975.0
844,SF000761330,-32.732,25.583,720.0
845,SF000762150,-32.58,25.63,1158.0
846,SF000765550,-32.75,25.82,579.0
847,SF000765670,-32.95,25.82,518.0
848,SF000768840,-32.73,26.0,701.0
849,SF000773090,-32.65,26.18,760.0
850,SF000775220,-32.7,26.3,599.0
851,SF000778810,-32.68,26.5,1143.0
852,SF000781530,-32.55,26.6,914.0
853,SF000782270,-32.783,26.633,455.0
854,SF000782720,-32.53,26.68,640.0
855,SF000784530,-32.53,26.77,777.0
856,SF000787550,-32.58,26.93,1265.0
857,SF000788790,-32.67,27.0,1006.0
858,SF000792150,-32.57,27.13,969.0
859,SF000792510,-32.68,27.15,646.0
860,SF000793160,-32.77,27.17,700.0
861,SF000793960,-32.62,27.23,975.0
862,SF000794850,-32.58,27.3,960.0
863,SF000794900,-32.67,27.28,991.0
864,SF000795240,-32.73,27.3,533.0
865,SF000795510,-32.68,27.32,692.0
866,SF000796320,-32.53,27.37,917.0
867,SF000797300,-32.68,27.42,831.0
868,SF000797820,-32.53,27.45,927.0
869,SF000798090,-33.0,27.47,488.0
870,SF000798110,-32.517,27.467,900.0
871,SF000798230,-32.73,27.47,625.0
872,SF000800720,-32.7,27.53,713.0
873,SF000801430,-32.88,27.58,500.0
874,SF000804570,-32.63,27.77,645.0
875,SF000805690,-32.98,27.82,158.0
876,SF000806940,-32.58,27.9,635.0
877,SF000810070,-32.6,28.0,550.0
878,SF000840590,-32.48,18.53,15.0
879,SF000845580,-32.3,18.82,408.0
880,SF000847010,-32.18,18.9,91.0
881,SF000853090,-32.15,19.2,338.0
882,SF000853760,-32.28,19.22,488.0
883,SF000860070,-32.12,19.52,287.0
884,SF000871860,-32.1,20.12,1384.0
885,SF000876350,-32.08,20.37,1183.0
886,SF000886670,-32.12,20.88,1274.0
887,SF000893850,-32.42,21.22,1650.0
888,SF000896430,-32.22,21.37,1448.0
889,SF000896930,-32.03,21.4,1396.0
890,SF000901760,-32.43,21.6,805.0
891,SF000906000,-32.5,21.82,700.0
892,SF000912880,-32.3,22.17,847.0
893,SF000917630,-32.22,22.43,1600.0
894,SF000918350,-32.43,22.47,780.0
895,SF000918900,-32.33,22.5,920.0
896,SF000921410,-32.35,22.583,857.0
897,SF000923690,-32.15,22.72,1036.0
898,SF000923860,-32.43,22.72,878.0
899,SF000930740,-32.23,23.05,942.0
900,SF000933140,-32.23,23.18,1003.0
901,SF000935800,-32.18,23.33,975.0
902,SF000941670,-32.28,23.6,963.0
903,SF000943160,-32.27,23.68,981.0
904,SF000945130,-32.05,23.78,1350.0
905,SF000945780,-32.13,23.83,1378.0
906,SF000947300,-32.17,23.92,1484.0
907,SF000950060,-32.1,24.02,1554.0
908,SF000951190,-32.48,24.07,747.0
909,SF000951230,-32.05,24.08,1503.0
910,SF000953950,-32.08,24.23,1341.0
911,SF000954280,-32.13,24.25,960.0
912,SF000956350,-32.08,24.38,1196.0
913,SF000958230,-32.22,24.47,842.0
914,SF000960450,-32.25,24.533,754.0
915,SF000960940,-32.07,24.57,1137.0
916,SF000961010,-32.18,24.57,850.0
917,SF000962720,-32.05,24.67,1082.0
918,SF000966800,-32.33,24.88,900.0
919,SF000972390,-32.48,25.13,789.0
920,SF000974270,-32.12,25.25,1295.0
921,SF000981840,-32.07,25.62,940.0
922,SF000981900,-32.167,25.617,102.0
923,SF000985950,-32.42,25.83,869.0
924,SF000990200,-32.3,26.02,1295.0
925,SF000992290,-32.32,26.13,1326.0
926,SF000994920,-32.2,26.28,1295.0
927,SF000994960,-32.27,26.28,1396.0
928,SF000996220,-32.35,26.35,1550.0
929,SF000997350,-32.27,26.42,1800.0
930,SF000998110,-32.03,26.47,1250.0
931,SF001000250,-32.42,26.5,1113.0
932,SF001000600,-32.5,26.53,1100.0
933,SF001003290,-32.48,26.68,945.0
934,SF001007790,-32.48,26.93,1387.0
935,SF001010970,-32.12,27.07,887.0
936,SF001011920,-32.2,27.1,914.0
937,SF001012570,-32.28,27.15,1181.0
938,SF001014440,-32.42,27.23,1170.0
939,SF001014470,-32.45,27.25,994.0
940,SF001015350,-32.42,27.3,1036.0
941,SF001017190,-32.5,27.42,978.0
942,SF001018040,-32.42,27.45,1067.0
943,SF001020420,-32.22,27.53,552.0
944,SF001021500,-32.5,27.6,774.0
945,SF001023000,-32.52,27.67,600.0
946,SF001023690,-32.17,27.72,1137.0
947,SF001025420,-32.03,27.82,831.0
948,SF001027620,-32.2,27.95,1060.0
949,SF001028400,-32.52,27.98,170.0
950,SF001030810,-32.35,28.03,770.0
951,SF001031390,-32.33,28.08,732.0
952,SF001032300,-32.33,28.13,560.0
953,SF001033770,-32.28,28.22,700.0
954,SF001033970,-32.12,28.25,930.0
955,SF001035700,-32.5,28.32,480.0
956,SF001038860,-32.27,28.5,590.0
957,SF001042060,-32.43,28.62,189.0
958,SF001047620,-32.2,28.93,80.0
959,SF001073180,-31.82,18.68,604.0
960,SF001073960,-31.6,18.75,147.0
961,SF001083110,-31.68,19.18,640.0
962,SF001095880,-31.8,19.83,1274.0
963,SF001097850,-31.58,19.95,1055.0
964,SF001098350,-31.92,19.97,1268.0
965,SF001103850,-31.92,20.23,1135.0
966,SF001105120,-31.57,20.3,1039.0
967,SF001106490,-31.82,20.37,1077.0
968,SF001113730,-31.72,20.72,1105.0
969,SF001123460,-31.77,21.2,1225.0
970,SF001130250,-31.917,21.517,1268.0
971,SF001130430,-31.72,21.53,1195.0
972,SF001133210,-31.87,21.78,1294.0
973,SF001136730,-31.72,21.88,1247.0
974,SF001146490,-31.83,22.35,1494.0
975,SF001147470,-31.95,22.42,1463.0
976,SF001148150,-31.6,22.45,1417.0
977,SF001155280,-31.8,22.8,1280.0
978,SF001155950,-31.92,22.83,1250.0
979,SF001160830,-31.82,23.02,1185.0
980,SF001174470,-31.97,23.77,1175.0
981,SF001174870,-31.62,23.78,1370.0
982,SF001176750,-31.75,23.88,1340.0
983,SF001177490,-31.98,23.83,1215.0
984,SF001180290,-32.0,24.03,1448.0
985,SF001183950,-31.58,24.23,1550.0
986,SF001186400,-31.67,24.37,1622.0
987,SF001190820,-31.87,24.55,1315.0
988,SF001192090,-31.98,24.63,1200.0
989,SF001193150,-31.73,24.68,1700.0
990,SF001194440,-31.9,24.77,1402.0
991,SF001200100,-31.68,25.02,1307.0
992,SF001203380,-31.63,25.18,1180.0
993,SF001203510,-31.85,25.18,1125.0
994,SF001212750,-31.58,25.67,1265.0
995,SF001215180,-31.65,25.8,1260.0
996,SF001215980,-31.97,25.83,1195.0
997,SF001218750,-31.58,26.02,1318.0
998,SF001220710,-31.7,26.07,1478.0
999,SF001224690,-31.82,26.27,1448.0
1000,SF001224800,-32.0,26.27,1294.0
1001,SF001225140,-31.57,26.3,1722.0
1002,SF001228060,-31.93,26.45,1227.0
1003,SF001230630,-31.55,26.55,1349.0
1004,SF001233040,-31.58,26.68,1612.0
1005,SF001234660,-31.77,26.77,1300.0
1006,SF001235120,-31.53,26.8,1433.0
1007,SF001236540,-31.9,26.867,1086.0
1008,SF001244020,-31.7,27.23,1027.0
1009,SF001245100,-32.0,27.28,835.0
1010,SF001250470,-31.78,27.53,1300.0
1011,SF001251500,-32.0,27.58,914.0
1012,SF001258680,-31.97,27.98,1143.0
1013,SF001258800,-31.67,28.0,914.0
1014,SF001260820,-31.87,28.05,1103.0
1015,SF001262450,-31.58,28.15,884.0
1016,SF001267240,-31.57,28.43,948.0
1017,SF001271970,-31.78,28.62,750.0
1018,SF001272980,-31.97,28.68,655.0
1019,SF001274060,-31.78,28.73,817.0
1020,SF001274140,-31.9,28.73,750.0
1021,SF001274380,-31.8,28.75,716.0
1022,SF001274850,-31.58,28.78,692.0
1023,SF001277890,-31.67,28.95,792.0
1024,SF001278330,-31.88,28.97,564.0
1025,SF001280320,-31.53,29.05,823.0
1026,SF001280400,-31.67,29.03,655.0
1027,SF001283140,-31.73,29.18,549.0
1028,SF001290070,-31.633,29.55,47.0
1029,SF001316390,-31.15,18.35,360.0
1030,SF001330500,-31.33,19.03,782.0
1031,SF001332020,-31.37,19.12,719.0
1032,SF001344780,-31.467,19.767,975.0
1033,SF001373370,-31.12,21.2,1183.0
1034,SF001380410,-31.18,21.53,1219.0
1035,SF001396580,-31.47,22.37,1372.0
1036,SF001398500,-31.17,22.48,1433.0
1037,SF001400200,-31.33,22.52,1400.0
1038,SF001405820,-31.2,22.83,1280.0
1039,SF001406160,-31.27,22.85,1280.0
1040,SF001410660,-31.1,23.05,1265.0
1041,SF001410750,-31.27,23.05,1219.0
1042,SF001413290,-31.48,23.23,1273.0
1043,SF001416640,-31.08,23.4,1204.0
1044,SF001421530,-31.05,23.6,1292.0
1045,SF001423790,-31.3,23.72,1288.0
1046,SF001424970,-31.32,23.82,1356.0
1047,SF001428050,-31.42,23.95,1417.0
1048,SF001428530,-31.22,23.98,1400.0
1049,SF001432580,-31.3,24.15,1515.0
1050,SF001433450,-31.25,24.2,1480.0
1051,SF001435790,-31.15,24.33,1460.0
1052,SF001435980,-31.47,24.33,1500.0
1053,SF001437840,-31.07,24.45,1390.0
1054,SF001440850,-31.42,24.55,1448.0
1055,SF001444490,-31.48,24.75,1524.0
1056,SF001447910,-31.183,24.95,1496.0
1057,SF001449000,-31.5,25.0,1250.0
1058,SF001450290,-31.48,25.02,1250.0
1059,SF001452610,-31.35,25.15,1380.0
1060,SF001453100,-31.17,25.2,1490.0
1061,SF001453990,-31.15,25.23,1640.0
1062,SF001458100,-31.48,25.47,1128.0
1063,SF001460170,-31.3,25.48,1350.0
1064,SF001464530,-31.05,25.77,1524.0
1065,SF001465880,-31.3,25.83,1500.0
1066,SF001470100,-31.17,26.02,1554.0
1067,SF001472250,-31.27,26.13,1515.0
1068,SF001474160,-31.42,26.2,1600.0
1069,SF001475240,-31.23,26.3,1532.0
1070,SF001476540,-31.4,26.37,1591.0
1071,SF001477770,-31.45,26.43,1673.0
1072,SF001480830,-31.4,26.57,1753.0
1073,SF001481270,-31.12,26.58,1676.0
1074,SF001483520,-31.37,26.7,1770.0
1075,SF001485170,-31.117,26.8,1603.0
1076,SF001485250,-31.25,26.8,1686.0
1077,SF001490820,-31.37,27.05,637.0
1078,SF001492040,-31.42,27.13,1661.0
1079,SF001500850,-31.42,27.55,1353.0
1080,SF001506200,-31.333,27.85,1463.0
1081,SF001516040,-31.07,28.35,1250.0
1082,SF001521900,-31.17,28.62,1378.0
1083,SF001522590,-31.37,28.6,1036.0
1084,SF001524680,-31.3,28.77,914.0
1085,SF001524750,-31.42,28.77,1200.0
1086,SF001524820,-31.02,28.77,1240.0
1087,SF001527920,-31.2,28.92,991.0
1088,SF001536310,-31.02,29.37,1039.0
1089,SF001538750,-31.08,29.5,838.0
1090,SF001541420,-31.37,29.58,594.0
1091,SF001543540,-31.4,29.7,518.0
1092,SF001547960,-31.28,29.95,183.0
1093,SF001608070,-30.95,19.45,900.0
1094,SF001638820,-30.7,21.0,1000.0
1095,SF001650030,-30.55,21.52,1000.0
1096,SF001658980,-30.97,22.0,1320.0
1097,SF001662380,-30.97,22.13,1241.0
1098,SF001667550,-30.58,22.45,1164.0
1099,SF001672640,-30.9,22.65,1273.0
1100,SF001676650,-30.57,22.88,1134.0
1101,SF001680660,-30.58,23.05,1155.0
1102,SF001682500,-30.7,23.1,1129.0
1103,SF001688000,-30.85,23.45,1163.0
1104,SF001690050,-30.58,23.5,1125.0
1105,SF001690900,-31.0,23.55,1283.0
1106,SF001700090,-30.65,24.017,1247.0
1107,SF001700990,-30.65,24.08,1244.0
1108,SF001701370,-30.77,24.1,1305.0
1109,SF001706390,-30.63,24.37,1417.0
1110,SF001711170,-30.95,24.55,1340.0
1111,SF001715460,-30.6,24.83,1400.0
1112,SF001717560,-30.62,24.93,1265.0
1113,SF001721630,-30.72,25.1,1372.0
1114,SF001725800,-30.68,25.32,1253.0
1115,SF001727240,-30.55,25.42,1250.0
1116,SF001728180,-30.63,25.45,1219.0
1117,SF001731340,-30.73,25.58,1271.0
1118,SF001734970,-30.783,25.8,1283.0
1119,SF001740930,-30.57,26.08,1294.0
1120,SF001743120,-30.68,26.2,1379.0
1121,SF001745500,-30.68,26.3,1387.0
1122,SF001747530,-30.57,26.43,1308.0
1123,SF001750220,-30.85,26.52,1450.0
1124,SF001753710,-30.8,26.883,1351.0
1125,SF001760150,-30.75,27.02,1497.0
1126,SF001762770,-30.62,27.17,1593.0
1127,SF001763720,-30.72,27.22,1632.0
1128,SF001766310,-30.53,27.37,1455.0
1129,SF001770450,-30.75,27.53,1832.0
1130,SF001771780,-30.933,27.6,1819.0
1131,SF001771840,-30.57,27.62,1596.0
1132,SF001775520,-30.72,27.82,1900.0
1133,SF001788810,-30.7,28.5,1364.0
1134,SF001793440,-30.75,28.72,1728.0
1135,SF001793530,-30.88,28.68,1298.0
1136,SF001797130,-30.9,28.88,1311.0
1137,SF001797900,-30.67,28.95,1463.0
1138,SF001798640,-30.9,28.98,1134.0
1139,SF001800300,-31.0,29.02,1154.0
1140,SF001800320,-30.55,29.02,1379.0
1141,SF001801230,-30.55,29.08,1481.0
1142,SF001803940,-30.57,29.23,1463.0
1143,SF001804390,-30.82,29.27,1118.0
1144,SF001807120,-30.87,29.43,1200.0
1145,SF001807220,-30.533,29.417,1278.0
1146,SF001810730,-30.77,29.6,1212.0
1147,SF001815610,-30.87,29.82,933.0
1148,SF001816040,-30.57,29.85,860.0
1149,SF001820130,-30.73,30.0,732.0
1150,SF001823790,-30.82,30.22,548.0
1151,SF001825350,-30.92,30.3,65.0
1152,SF001827300,-30.67,30.43,205.0
1153,SF001827940,-30.733,30.45,17.0
1154,SF001830050,-30.58,30.52,70.0
1155,SF001861390,-30.32,18.08,1448.0
1156,SF001933470,-30.28,21.67,994.0
1157,SF001943230,-30.38,22.18,1064.0
1158,SF001944540,-30.07,22.27,1027.0
1159,SF001957300,-30.17,22.92,1061.0
1160,SF001963750,-30.25,23.22,1033.0
1161,SF001984350,-30.25,24.23,1280.0
1162,SF001985240,-30.25,24.33,1323.0
1163,SF001988360,-30.43,24.47,1356.0
1164,SF001991070,-30.3,24.58,1289.0
1165,SF001992750,-30.08,24.67,1201.0
1166,SF001994350,-30.27,24.75,1219.0
1167,SF002001660,-30.25,25.1,1356.0
1168,SF002004660,-30.27,25.27,1384.0
1169,SF002007640,-30.23,25.43,1539.0
1170,SF002010200,-30.35,25.52,1484.0
1171,SF002013610,-30.03,25.72,1399.0
1172,SF002013760,-30.27,25.72,1509.0
1173,SF002014820,-30.03,25.78,1423.0
1174,SF002025050,-30.42,26.3,1298.0
1175,SF002030430,-30.22,26.53,1407.0
1176,SF002035950,-30.42,26.83,1497.0
1177,SF002036570,-30.45,26.88,1588.0
1178,SF002037370,-30.28,26.92,1612.0
1179,SF002040500,-30.33,27.02,1615.0
1180,SF002040580,-30.47,27.02,1524.0
1181,SF002041380,-30.3,27.08,1661.0
1182,SF002075600,-30.35,28.8,1490.0
1183,SF002084060,-30.27,29.23,1466.0
1184,SF002085280,-30.3,29.3,1661.0
1185,SF002086350,-30.1,29.37,2150.0
1186,SF002087330,-30.22,29.42,1676.0
1187,SF002090390,-30.17,29.53,1466.0
1188,SF002097660,-30.27,29.93,732.0
1189,SF002098250,-30.25,29.97,822.0
1190,SF002098860,-30.27,30.0,950.0
1191,SF002107980,-30.3,30.45,701.0
1192,SF002108260,-30.27,30.48,579.0
1193,SF002146700,-29.667,17.9,1007.0
1194,SF002238340,-29.92,22.47,1138.0
1195,SF002242080,-29.95,22.62,1100.0
1196,SF002243890,-29.97,22.72,1067.0
1197,SF002247340,-29.73,22.92,960.0
1198,SF002250650,-29.58,23.05,991.0
1199,SF002256790,-29.82,23.38,1082.0
1200,SF002263270,-29.95,23.68,1021.0
1201,SF002267710,-29.83,23.93,1204.0
1202,SF002270540,-29.92,24.03,1140.0
1203,SF002271270,-29.62,24.1,1094.0
1204,SF002273680,-29.65,24.22,1067.0
1205,SF002277560,-29.6,24.43,1113.0
1206,SF002278110,-29.52,24.47,1167.0
1207,SF002281700,-29.85,24.6,1132.0
1208,SF002284580,-29.63,24.77,1234.0
1209,SF002284950,-29.75,24.78,1265.0
1210,SF002285670,-29.97,24.83,1265.0
1211,SF002285710,-29.52,24.83,1219.0
1212,SF002297370,-29.78,25.43,1387.0
1213,SF002300270,-29.95,25.5,1417.0
1214,SF002300730,-29.72,25.55,1326.0
1215,SF002307640,-29.73,25.93,1349.0
1216,SF002307740,-29.87,25.97,1532.0
1217,SF002308100,-30.0,25.95,1509.0
1218,SF002312790,-29.65,26.17,1414.0
1219,SF002313610,-29.52,26.2,1445.0
1220,SF002313950,-29.6,26.23,1433.0
1221,SF002320180,-29.8,26.52,1608.0
1222,SF002321230,-29.53,26.6,1524.0
1223,SF002322110,-29.52,26.63,1509.0
1224,SF002322750,-29.58,26.67,1541.0
1225,SF002328230,-29.72,26.97,1472.0
1226,SF002328950,-29.92,27.0,1524.0
1227,SF002328980,-29.97,27.0,1509.0
1228,SF002330490,-29.8,27.05,1494.0
1229,SF002332110,-29.52,27.13,448.0
1230,SF002332390,-30.0,27.13,1539.0
1231,SF002381320,-29.72,29.6,1577.0
1232,SF002384680,-29.82,29.77,1501.0
1233,SF002386360,-29.6,29.87,1539.0
1234,SF002390970,-29.62,30.07,1540.0
1235,SF002394720,-29.87,30.27,884.0
1236,SF002394820,-29.533,30.283,1071.0
1237,SF002395660,-29.93,30.32,810.0
1238,SF002395850,-29.77,30.33,846.0
1239,SF002396050,-29.58,30.35,703.0
1240,SF002400220,-29.87,30.52,792.0
1241,SF002400730,-29.72,30.55,762.0
1242,SF002402840,-29.73,30.67,620.0
1243,SF002405640,-29.78,30.77,671.0
1244,SF002407160,-29.93,30.9,115.0
1245,SF002408830,-29.72,31.0,40.0
1246,SF002408910,-29.85,31.0,91.0
1247,SF002410190,-29.82,31.02,61.0
1248,SF002410420,-29.7,31.03,96.0
1249,SF002411030,-29.72,31.07,91.0
1250,SF002411310,-29.68,31.08,15.0
1251,SF002413020,-29.53,31.18,76.0
1252,SF002444050,-29.25,17.73,884.0
1253,SF002472420,-29.03,19.15,450.0
1254,SF002512610,-29.35,21.15,793.0
1255,SF002528940,-29.38,22.02,1029.0
1256,SF002531740,-29.42,22.12,978.0
1257,SF002533630,-29.05,22.22,914.0
1258,SF002536480,-29.3,22.37,930.0
1259,SF002545890,-29.33,22.83,1196.0
1260,SF002552020,-29.37,23.13,960.0
1261,SF002555520,-29.2,23.33,975.0
1262,SF002556260,-29.43,23.33,1033.0
1263,SF002563810,-29.35,23.72,1082.0
1264,SF002564530,-29.067,23.75,995.0
1265,SF002566380,-29.13,23.88,1113.0
1266,SF002573910,-29.02,24.23,1051.0
1267,SF002576550,-29.42,24.37,1210.0
1268,SF002578450,-29.08,24.48,1137.0
1269,SF002581820,-29.03,24.63,1114.0
1270,SF002583800,-29.33,24.72,1201.0
1271,SF002584580,-29.13,24.77,1128.0
1272,SF002588120,-29.03,24.97,1143.0
1273,SF002588940,-29.4,25.0,1189.0
1274,SF002592780,-29.15,25.17,1230.0
1275,SF002593480,-29.3,25.18,1292.0
1276,SF002597270,-29.12,25.42,1251.0
1277,SF002597430,-29.38,25.42,1341.0
1278,SF002600040,-29.07,25.52,1261.0
1279,SF002600300,-29.5,25.53,1292.0
1280,SF002605190,-29.15,25.8,1269.0
1281,SF002606780,-29.3,25.88,1350.0
1282,SF002608820,-29.2,25.97,1328.0
1283,SF002611460,-29.45,26.08,1365.0
1284,SF002613650,-29.1,26.3,1354.0
