,Station,lat,lon,Elevation
1285,SF002613680,-29.12,26.22,1393.0
1286,SF002617220,-29.03,26.4,1311.0
1287,SF002617330,-29.22,26.43,1411.0
1288,SF002621290,-29.17,26.58,1340.0
1289,SF002624790,-29.5,26.77,1487.0
1290,SF002626940,-29.07,26.9,1481.0
1291,SF002630410,-29.18,27.03,1585.0
1292,SF002630470,-29.28,27.03,1612.0
1293,SF002632800,-29.18,27.15,1623.0
1294,SF002633160,-29.25,27.18,1554.0
1295,SF002633730,-29.22,27.22,1590.0
1296,SF002634990,-29.32,27.28,1667.0
1297,SF002635670,-29.45,27.3,1573.0
1298,SF002637600,-29.17,27.45,1609.0
1299,SF002637920,-29.2,27.48,1593.0
1300,SF002686400,-29.17,29.87,1520.0
1301,SF002688450,-29.08,30.0,1371.0
1302,SF002690430,-29.22,30.03,1371.0
1303,SF002691140,-29.4,30.07,1400.0
1304,SF002692950,-29.42,30.17,1225.0
1305,SF002694770,-29.45,30.27,1082.0
1306,SF002695320,-29.37,30.3,1075.0
1307,SF002697740,-29.4,30.43,762.0
1308,SF002701190,-29.5,30.57,960.0
1309,SF002702190,-29.15,30.63,980.0
1310,SF002707220,-29.03,30.93,1050.0
1311,SF002710990,-29.17,31.07,533.0
1312,SF002714020,-29.2,31.23,442.0
1313,SF002720020,-29.03,31.52,45.0
1314,SF002721210,-29.03,31.58,55.0
1315,SF002721270,-29.13,31.57,110.0
1316,SF002740340,-28.57,16.53,20.0
1317,SF002751790,-28.98,17.1,335.0
1318,SF002760120,-28.7,17.52,250.0
1319,SF002760720,-28.7,17.6,168.0
1320,SF002771770,-28.967,18.1,415.0
1321,SF002773860,-28.93,18.22,441.0
1322,SF002794970,-28.78,19.28,380.0
1323,SF002803510,-28.85,19.7,835.0
1324,SF002807720,-28.88,19.92,910.0
1325,SF002817600,-28.67,20.43,640.0
1326,SF002821660,-28.77,20.6,670.0
1327,SF002821960,-28.77,20.62,647.0
1328,SF002824640,-28.75,20.77,732.0
1329,SF002825840,-28.75,20.83,704.0
1330,SF002828220,-28.7,20.97,731.0
1331,SF002828230,-28.72,20.97,728.0
1332,SF002830980,-28.65,21.05,775.0
1333,SF002840080,-28.65,21.52,914.0
1334,SF002848320,-28.9,21.98,866.0
1335,SF002870410,-28.68,23.03,1265.0
1336,SF002874410,-28.85,23.27,1332.0
1337,SF002883780,-28.8,23.72,1234.0
1338,SF002885280,-28.8,23.8,1173.0
1339,SF002891020,-28.7,24.07,1013.0
1340,SF002900320,-28.53,24.53,1105.0
1341,SF002904630,-28.72,24.77,1198.0
1342,SF002905600,-28.83,24.83,1166.0
1343,SF002908100,-29.0,24.95,1173.0
1344,SF002911480,-28.95,25.08,1161.0
1345,SF002918990,-28.98,25.5,219.0
1346,SF002930070,-28.62,26.02,1306.0
1347,SF002931060,-28.77,26.07,1266.0
1348,SF002935140,-28.58,26.3,1353.0
1349,SF002935970,-28.95,26.33,1295.0
1350,SF002937000,-28.67,26.4,1356.0
1351,SF002937920,-28.7,26.45,1393.0
1352,SF002942330,-28.9,26.63,1411.0
1353,SF002945000,-28.83,26.78,1472.0
1354,SF002948260,-28.77,26.97,1387.0
1355,SF002948470,-28.6,26.98,1364.0
1356,SF002950010,-28.52,27.02,1433.0
1357,SF002951160,-28.93,27.07,1455.0
1358,SF002951740,-28.9,27.1,1440.0
1359,SF002954050,-28.75,27.23,1445.0
1360,SF002954080,-28.8,27.23,1478.0
1361,SF002955390,-28.98,27.3,1570.0
1362,SF002955580,-28.8,27.32,1539.0
1363,SF002957200,-29.0,27.4,1646.0
1364,SF002957600,-28.67,27.43,1517.0
1365,SF002957700,-28.83,27.43,1622.0
1366,SF002958070,-28.95,27.45,1679.0
1367,SF002961150,-28.92,27.57,1585.0
1368,SF002961570,-28.62,27.6,1707.0
1369,SF002961690,-28.82,27.6,1643.0
1370,SF002962380,-28.97,27.63,1600.0
1371,SF002963790,-28.83,27.72,1655.0
1372,SF002965830,-28.73,27.85,1676.0
1373,SF002966220,-28.87,27.85,1640.0
1374,SF002966820,-28.817,27.9,1614.0
1375,SF002968250,-28.75,27.97,1631.0
1376,SF002977210,-28.52,28.42,1900.0
1377,SF002985120,-28.53,28.8,1676.0
1378,SF002988710,-28.53,29.0,1768.0
1379,SF002990080,-28.67,29.03,1280.0
1380,SF002996140,-28.73,29.35,1130.0
1381,SF002997880,-28.63,29.45,1220.0
1382,SF002999000,-29.02,29.48,1167.0
1383,SF003000510,-28.85,29.53,1040.0
1384,SF003005670,-28.95,29.82,1020.0
1385,SF003017510,-28.52,30.43,1250.0
1386,SF003026280,-28.97,30.85,1173.0
1387,SF003044460,-28.95,31.7,38.0
1388,SF003044750,-28.92,31.77,61.0
1389,SF003048220,-28.7,31.97,30.0
1390,SF003050370,-28.62,32.03,76.0
1391,SF003053080,-28.63,32.18,30.0
1392,SF003160610,-28.03,20.55,786.0
1393,SF003162940,-28.38,20.67,811.0
1394,SF003174470,-28.45,21.25,794.0
1395,SF003203480,-28.3,22.7,1368.0
1396,SF003206540,-28.4,22.87,1219.0
1397,SF003211100,-28.333,23.067,1321.0
1398,SF003220710,-28.18,23.55,1460.0
1399,SF003221720,-28.33,23.58,1515.0
1400,SF003223290,-28.48,23.67,1419.0
1401,SF003226480,-28.32,23.87,1394.0
1402,SF003231440,-28.4,24.08,1295.0
1403,SF003236490,-28.33,24.37,1021.0
1404,SF003242020,-28.37,24.58,1145.0
1405,SF003243790,-28.33,24.72,1128.0
1406,SF003246070,-28.12,24.85,1181.0
1407,SF003247250,-28.12,24.92,1187.0
1408,SF003254710,-28.37,25.28,1280.0
1409,SF003258770,-28.13,25.5,1274.0
1410,SF003266680,-28.15,25.9,1295.0
1411,SF003272570,-28.28,26.15,1320.0
1412,SF003272640,-28.4,26.15,1341.0
1413,SF003277840,-28.07,26.47,1286.0
1414,SF003278830,-28.22,26.5,1286.0
1415,SF003278990,-28.5,26.5,1326.0
1416,SF003283840,-28.4,26.72,1405.0
1417,SF003284250,-28.08,26.73,1315.0
1418,SF003287260,-28.1,26.9,1326.0
1419,SF003292150,-28.08,27.13,1417.0
1420,SF003300980,-28.13,27.57,1541.0
1421,SF003301990,-28.32,27.62,1433.0
1422,SF003303630,-28.05,27.75,1631.0
1423,SF003304210,-28.02,27.75,1580.0
1424,SF003305730,-28.05,27.85,1608.0
1425,SF003306990,-28.15,27.9,1570.0
1426,SF003310580,-28.47,28.03,1835.0
1427,SF003310680,-28.13,28.02,1646.0
1428,SF003312710,-28.03,28.17,1676.0
1429,SF003312750,-28.1,28.17,1676.0
1430,SF003314740,-28.4,28.27,1890.0
1431,SF003317400,-28.33,28.42,1753.0
1432,SF003323260,-28.43,28.7,1701.0
1433,SF003323490,-28.32,28.7,1682.0
1434,SF003332260,-28.27,29.13,1631.0
1435,SF003336820,-28.367,29.383,1680.0
1436,SF003341740,-28.4,29.62,1219.0
1437,SF003348250,-28.25,29.97,1167.0
1438,SF003355500,-28.17,30.32,1259.0
1439,SF003362830,-28.22,30.68,1341.0
1440,SF003370060,-28.1,31.05,975.0
1441,SF003374310,-28.18,31.25,1032.0
1442,SF003377950,-28.23,31.47,777.0
1443,SF003390650,-28.08,32.03,427.0
1444,SF003393540,-28.4,32.2,60.0
1445,SF003393570,-28.45,32.18,47.0
1446,SF003395380,-28.47,32.3,8.0
1447,SF003397340,-28.23,32.42,40.0
1448,SF003517080,-27.82,20.42,810.0
1449,SF003562850,-27.72,22.7,1190.0
1450,SF003564170,-27.95,22.73,1341.0
1451,SF003567120,-27.88,22.92,1190.0
1452,SF003574130,-27.88,23.23,1370.0
1453,SF003593040,-27.57,24.18,1400.0
1454,SF003594580,-27.63,24.27,1375.0
1455,SF003598080,-27.97,24.45,1189.0
1456,SF003605120,-27.55,24.767,1100.0
1457,SF003617360,-27.75,25.37,1219.0
1458,SF003618320,-27.88,25.47,1245.0
1459,SF003636510,-27.85,26.37,1325.0
1460,SF003643220,-27.87,26.68,1341.0
1461,SF003654090,-27.82,27.23,1387.0
1462,SF003654440,-27.9,27.27,1430.0
1463,SF003657310,-27.68,27.43,1420.0
1464,SF003658550,-27.73,27.48,1455.0
1465,SF003661170,-27.95,27.57,1524.0
1466,SF003663030,-27.55,27.68,1512.0
1467,SF003665290,-27.8,27.8,1564.0
1468,SF003667350,-27.75,27.88,1618.0
1469,SF003668720,-27.53,28.0,1606.0
1470,SF003670660,-27.6,28.05,1661.0
1471,SF003671770,-27.95,28.1,1585.0
1472,SF003676000,-28.0,28.33,1619.0
1473,SF003677680,-27.8,28.43,1615.0
1474,SF003680030,-27.55,28.52,1591.0
1475,SF003686340,-27.57,28.87,1628.0
1476,SF003688310,-27.85,28.97,1625.0
1477,SF003691170,-27.97,29.07,1775.0
1478,SF003692380,-27.97,29.13,1769.0
1479,SF003692840,-27.73,29.17,1859.0
1480,SF003695050,-27.92,29.28,1830.0
1481,SF003697850,-27.58,29.45,1847.0
1482,SF003704860,-27.6,29.8,1515.0
1483,SF003715790,-27.65,30.33,1219.0
1484,SF003717060,-27.77,30.42,1265.0
1485,SF003724960,-27.783,30.8,1163.0
1486,SF003728520,-27.72,30.98,1260.0
1487,SF003734850,-27.58,31.28,1265.0
1488,SF003742640,-27.9,31.65,841.0
1489,SF003744020,-27.7,31.73,457.0
1490,SF003872400,-27.5,20.13,850.0
1491,SF003918340,-27.42,22.48,1300.0
1492,SF003918570,-27.28,22.48,1219.0
1493,SF003921480,-27.5,22.63,1190.0
1494,SF003930830,-27.38,23.05,1145.0
1495,SF003945740,-27.07,23.83,1295.0
1496,SF003948780,-27.13,23.98,1372.0
1497,SF003962840,-27.22,24.67,1170.0
1498,SF003968130,-27.07,25.0,1240.0
1499,SF003975810,-27.18,25.33,1300.0
1500,SF003977840,-27.07,25.45,1330.0
1501,SF003981770,-27.45,25.6,1271.0
1502,SF003984090,-27.32,25.73,1322.0
1503,SF003985560,-27.27,25.82,1343.0
1504,SF003988760,-27.1,25.97,1415.0
1505,SF003988890,-27.32,26.0,1311.0
1506,SF003992080,-27.47,26.12,1286.0
1507,SF003992410,-27.02,26.15,1463.0
1508,SF003994040,-27.23,26.23,1326.0
1509,SF003996620,-27.03,26.38,1379.0
1510,SF004002030,-27.4,26.62,1280.0
1511,SF004006470,-27.28,26.87,1384.0
1512,SF004007920,-27.2,26.95,1321.0
1513,SF004014070,-27.3,27.23,1344.0
1514,SF004016580,-27.47,27.37,1384.0
1515,SF004017980,-27.3,27.47,1381.0
1516,SF004020810,-27.35,27.55,1408.0
1517,SF004021660,-27.27,27.6,1384.0
1518,SF004025430,-27.07,27.8,1485.0
1519,SF004027880,-27.13,27.95,1550.0
1520,SF004028270,-27.28,27.3,1391.0
1521,SF004028660,-27.43,28.0,1600.0
1522,SF004030540,-27.4,28.03,1612.0
1523,SF004036460,-27.27,28.37,1520.0
1524,SF004040070,-27.12,28.52,1551.0
1525,SF004041320,-27.2,28.58,1564.0
1526,SF004041520,-27.03,28.6,1524.0
1527,SF004041770,-27.45,28.6,1603.0
1528,SF004043160,-27.27,28.68,1591.0
1529,SF004052950,-27.43,29.17,1704.0
1530,SF004062210,-27.18,29.65,1754.0
1531,SF004066070,-27.12,29.85,1690.0
1532,SF004066580,-27.47,29.9,1654.0
1533,SF004076390,-27.13,30.37,1311.0
1534,SF004087980,-27.3,30.95,1042.0
1535,SF004093750,-27.23,31.22,895.0
1536,SF004108780,-27.13,32.0,707.0
1537,SF004230440,-26.75,20.03,792.0
1538,SF004236180,-26.77,20.28,835.0
1539,SF004243540,-26.9,20.68,825.0
1540,SF004243570,-26.95,20.7,825.0
1541,SF004245090,-26.98,20.78,825.0
1542,SF004318200,-26.68,24.47,1295.0
1543,SF004321360,-26.77,24.58,1245.0
1544,SF004321960,-26.77,24.62,1245.0
1545,SF004322370,-26.95,24.633,1234.0
1546,SF004323870,-26.97,24.73,1190.0
1547,SF004331150,-26.92,25.07,1275.0
1548,SF004334940,-26.73,25.28,1375.0
1549,SF004335120,-26.55,25.28,1380.0
1550,SF004337910,-26.68,25.45,1350.0
1551,SF004338040,-26.9,25.45,1330.0
1552,SF004338580,-26.8,25.48,1341.0
1553,SF004340200,-26.83,25.52,1345.0
1554,SF004342280,-26.82,25.63,1365.0
1555,SF004342360,-26.93,25.63,1395.0
1556,SF004343590,-26.98,25.72,1395.0
1557,SF004345990,-26.98,25.85,1430.0
1558,SF004348880,-26.817,26.017,1500.0
1559,SF004354000,-26.67,26.23,1542.0
1560,SF004357210,-26.52,26.42,1433.0
1561,SF004357350,-26.77,26.42,1478.0
1562,SF004364950,-26.75,26.78,1356.0
1563,SF004367470,-26.95,26.92,1317.0
1564,SF004368550,-26.75,26.98,1372.0
1565,SF004371000,-26.667,27.1,1372.0
1566,SF004371040,-26.733,27.067,1351.0
1567,SF004371340,-26.73,27.08,1350.0
1568,SF004371940,-26.73,27.12,1320.0
1569,SF004374520,-26.53,27.27,1451.0
1570,SF004375170,-26.62,27.3,1365.0
1571,SF004375550,-26.75,27.3,1454.0
1572,SF004376600,-27.0,27.38,1408.0
1573,SF004378340,-26.9,27.47,1403.0
1574,SF004383150,-26.77,27.68,1417.0
1575,SF004387160,-26.93,27.9,1457.0
1576,SF004393890,-27.0,28.2,1485.0
1577,SF004393960,-26.6,28.23,1510.0
1578,SF004397640,-26.73,28.45,1540.0
1579,SF004397690,-26.82,28.43,1560.0
1580,SF004400180,-26.8,28.52,1540.0
1581,SF004401290,-26.67,28.58,1606.0
1582,SF004401570,-26.62,28.6,1664.0
1583,SF004404350,-26.75,28.75,1591.0
1584,SF004404490,-27.0,28.75,1510.0
1585,SF004407670,-26.8,28.93,1570.0
1586,SF004408850,-26.75,28.98,1545.0
1587,SF004412610,-26.87,29.17,1603.0
1588,SF004412700,-27.0,29.15,1504.0
1589,SF004417770,-26.97,29.43,1570.0
1590,SF004420680,-26.68,29.55,1622.0
1591,SF004426600,-27.0,29.87,1646.0
1592,SF004428670,-26.93,29.98,1710.0
1593,SF004431960,-26.77,30.08,1667.0
1594,SF004434510,-26.53,30.27,1701.0
1595,SF004441760,-26.95,30.58,1359.0
1596,SF004442030,-26.88,30.63,1384.0
1597,SF004442770,-26.62,30.67,1271.0
1598,SF004474460,-26.93,32.25,64.0
1599,SF004674870,-26.13,23.78,1135.0
1600,SF004682100,-26.5,24.12,1231.0
1601,SF004683180,-26.27,24.18,1185.0
1602,SF004685000,-26.33,24.28,1180.0
1603,SF004694590,-26.15,24.77,1175.0
1604,SF004701960,-26.27,25.12,1220.0
1605,SF004705160,-26.1,25.28,1240.0
1606,SF004712590,-26.32,25.65,1365.0
1607,SF004721750,-26.42,26.1,1463.0
1608,SF004722810,-26.133,26.167,1487.0
1609,SF004734160,-26.43,26.73,1372.0
1610,SF004736860,-26.45,26.88,1494.0
1611,SF004741980,-26.32,27.12,1500.0
1612,SF004742550,-26.25,27.17,1470.0
1613,SF004742700,-26.5,27.15,1450.0
1614,SF004745020,-26.38,27.28,1478.0
1615,SF004750560,-26.43,27.53,1606.0
1616,SF004753700,-26.17,27.72,1765.0
1617,SF004754560,-26.1,27.77,1710.0
1618,SF004756110,-26.18,27.87,1701.0
1619,SF004756690,-26.15,27.88,1742.0
1620,SF004757170,-26.45,27.9,1568.0
1621,SF004757360,-26.27,27.92,1615.0
1622,SF004757610,-26.2,27.93,1715.0
1623,SF004758520,-26.2,27.97,1692.0
1624,SF004758810,-26.18,28.0,1747.0
1625,SF004760120,-26.2,28.02,1676.0
1626,SF004760400,-26.17,28.03,1646.0
1627,SF004760440,-26.23,28.03,1707.0
1628,SF004760720,-26.2,28.05,1737.0
1629,SF004761290,-26.15,28.08,1661.0
1630,SF004761600,-26.15,28.1,1615.0
1631,SF004761630,-26.22,28.1,1655.0
1632,SF004762270,-26.28,28.13,1558.0
1633,SF004762460,-26.1,28.15,1600.0
1634,SF004762830,-26.22,28.17,1631.0
1635,SF004764330,-26.22,28.25,1622.0
1636,SF004766300,-26.5,28.35,1540.0
1637,SF004766440,-26.23,28.37,1620.0
1638,SF004767360,-26.28,28.42,1610.0
1639,SF004767660,-26.25,28.43,1625.0
1640,SF004768020,-26.37,28.45,1580.0
1641,SF004771910,-26.18,28.6,1625.0
1642,SF004773090,-26.15,28.68,1548.0
1643,SF004775010,-26.35,28.78,1664.0
1644,SF004777620,-26.23,28.93,1585.0
1645,SF004777720,-26.37,28.93,1670.0
1646,SF004780080,-26.13,29.02,1622.0
1647,SF004780930,-26.05,29.05,1594.0
1648,SF004782920,-26.37,29.17,1579.0
1649,SF004783600,-26.5,29.2,1631.0
1650,SF004783860,-26.43,29.22,1597.0
1651,SF004784060,-26.27,29.23,1539.0
1652,SF004792250,-26.25,29.63,1652.0
1653,SF004795450,-26.08,29.83,1648.0
1654,SF004812390,-26.47,30.63,1558.0
1655,SF005082610,-25.85,25.65,1278.0
1656,SF005086490,-25.82,25.85,1408.0
1657,SF005087210,-25.52,25.92,1445.0
1658,SF005088250,-25.75,25.97,1423.0
1659,SF005092830,-25.72,26.15,1345.0
1660,SF005097590,-25.65,26.48,1201.0
1661,SF005103080,-25.65,26.68,1244.0
1662,SF005104330,-25.72,26.75,1341.0
1663,SF005107120,-25.87,26.9,1553.0
1664,SF005108170,-25.63,26.97,1137.0
1665,SF005110840,-25.9,27.05,1585.0
1666,SF005111200,-25.98,27.05,1525.0
1667,SF005112910,-25.75,27.18,1342.0
1668,SF005113100,-25.67,27.18,1332.0
1669,SF005114180,-25.97,27.23,1579.0
1670,SF005114670,-25.78,27.27,1204.0
1671,SF005114690,-25.82,27.27,1225.0
1672,SF005115240,-25.73,27.28,1160.0
1673,SF005116720,-25.7,27.35,1152.0
1674,SF005121440,-25.87,27.55,1430.0
1675,SF005122460,-25.6,27.65,1108.0
1676,SF005122800,-25.67,27.67,1120.0
1677,SF005123950,-25.58,27.73,1189.0
1678,SF005124810,-25.52,27.78,1134.0
1679,SF005125450,-25.58,27.82,1143.0
1680,SF005125520,-25.7,27.8,1143.0
1681,SF005125800,-25.65,27.83,1143.0
1682,SF005126020,-25.55,27.85,1131.0
1683,SF005126130,-25.72,27.85,1143.0
1684,SF005132850,-25.73,28.15,1340.0
1685,SF005133370,-25.62,28.2,1200.0
1686,SF005133450,-25.75,28.2,1371.0
1687,SF005133470,-25.78,28.2,1372.0
1688,SF005133500,-25.83,28.2,1463.0
1689,SF005133820,-25.87,28.22,1469.0
1690,SF005134370,-25.78,28.25,1433.0
1691,SF005138270,-25.78,28.47,1463.0
1692,SF005138360,-25.95,28.48,1634.0
1693,SF005140100,-25.67,28.52,1433.0
1694,SF005144080,-25.82,28.75,1448.0
1695,SF005146180,-25.82,28.85,1387.0
1696,SF005162850,-25.75,29.67,1638.0
1697,SF005164800,-26.0,29.77,1652.0
1698,SF005165540,-25.73,29.82,1707.0
1699,SF005167080,-25.8,29.9,1789.0
1700,SF005174300,-25.67,30.25,1536.0
1701,SF005177620,-25.7,30.43,1844.0
1702,SF005178160,-25.6,30.48,1075.0
1703,SF005180880,-25.97,30.57,1124.0
1704,SF005181860,-25.6,30.6,961.0
1705,SF005188590,-25.8,30.95,853.0
1706,SF005188860,-25.78,31.0,715.0
1707,SF005205890,-25.82,31.83,248.0
1708,SF005351750,-25.42,20.6,964.0
1709,SF005456260,-25.45,25.87,1280.0
1710,SF005458390,-25.5,25.97,1280.0
1711,SF005462720,-25.02,26.15,1055.0
1712,SF005463140,-25.23,26.18,1076.0
1713,SF005464120,-25.37,26.25,1146.0
1714,SF005481650,-25.25,27.12,1143.0
1715,SF005487470,-25.45,27.42,1021.0
1716,SF005491300,-25.18,27.58,960.0
1717,SF005493540,-25.4,27.65,1032.0
1718,SF005493580,-25.48,27.7,1064.0
1719,SF005511200,-25.52,28.57,1237.0
1720,SF005512810,-25.18,28.67,978.0
1721,SF005536510,-25.37,29.83,1450.0
1722,SF005538590,-25.32,30.0,1771.0
1723,SF005541750,-25.42,30.1,2030.0
1724,SF005547860,-25.1,30.467,1425.0
1725,SF005554410,-25.33,30.72,1030.0
1726,SF005554550,-25.1,30.75,1030.0
1727,SF005555670,-25.45,30.83,706.0
1728,SF005556730,-25.23,30.88,1060.0
1729,SF005558780,-25.13,31.0,1042.0
1730,SF005560880,-25.48,31.03,579.0
1731,SF005568980,-25.5,31.5,310.0
1732,SF005577120,-25.37,31.9,168.0
1733,SF005850560,-24.92,26.03,1158.0
1734,SF005865450,-24.58,26.82,963.0
1735,SF005883850,-24.92,27.73,1113.0
1736,SF005884060,-24.77,27.73,1158.0
1737,SF005887210,-24.53,27.92,1250.0
1738,SF005896280,-24.97,28.35,1103.0
1739,SF005896700,-24.67,28.37,1234.0
1740,SF005898670,-24.95,28.47,1090.0
1741,SF005898960,-24.93,28.5,1074.0
1742,SF005900280,-24.98,28.52,1052.0
1743,SF005903070,-24.65,28.67,1105.0
1744,SF005903610,-24.52,28.72,1100.0
1745,SF005904860,-24.6,28.78,1082.0
1746,SF005905000,-24.83,28.78,1027.0
1747,SF005911250,-24.58,29.08,969.0
1748,SF005924740,-24.92,29.77,1570.0
1749,SF005931260,-24.6,30.08,975.0
1750,SF005934190,-24.98,30.23,1408.0
1751,SF005937780,-24.97,30.43,1320.0
1752,SF005941410,-24.85,30.58,1341.0
1753,SF005944440,-24.92,30.77,1240.0
1754,SF005944570,-24.62,30.77,1219.0
1755,SF005945390,-24.98,30.82,1360.0
1756,SF005945900,-24.83,30.83,1433.0
1757,SF005946960,-24.6,30.9,808.0
1758,SF005948060,-24.93,30.95,945.0
1759,SF005951100,-24.83,31.07,880.0
1760,SF005951610,-24.68,31.1,549.0
1761,SF005966470,-24.78,31.87,244.0
1762,SF006305560,-24.27,27.32,998.0
1763,SF006308860,-24.28,27.5,975.0
1764,SF006310110,-24.18,27.53,991.0
1765,SF006315960,-24.43,27.83,1524.0
1766,SF006322740,-24.07,28.17,1463.0
1767,SF006333930,-24.07,28.7,1204.0
1768,SF006334630,-24.22,28.77,1130.0
1769,SF006337960,-24.27,28.97,1082.0
1770,SF006338810,-24.183,29.017,1118.0
1771,SF006340500,-24.35,29.03,1120.0
1772,SF006340840,-24.38,29.03,1070.0
1773,SF006341310,-24.18,29.07,1219.0
1774,SF006341400,-24.33,29.08,1141.0
1775,SF006344170,-24.45,29.23,945.0
1776,SF006363080,-24.13,30.18,1350.0
1777,SF006365180,-24.13,30.3,840.0
1778,SF006376090,-24.13,30.87,390.0
1779,SF006742070,-23.95,27.63,994.0
1780,SF006751170,-23.95,28.08,1294.0
1781,SF006751820,-23.53,28.12,855.0
1782,SF006772590,-23.82,29.13,1295.0
1783,SF006778340,-23.917,29.483,1327.0
1784,SF006780230,-23.88,29.52,1371.0
1785,SF006781320,-23.68,29.6,1116.0
1786,SF006781440,-23.93,29.58,1277.0
1787,SF006787220,-23.53,29.92,1189.0
1788,SF006787760,-23.93,29.93,1393.0
1789,SF006788580,-23.85,29.97,1585.0
1790,SF006790190,-23.82,30.02,1300.0
1791,SF006791390,-23.82,30.08,1020.0
1792,SF006791640,-23.73,30.1,895.0
1793,SF006791970,-23.78,30.13,750.0
1794,SF006792210,-23.7,30.13,869.0
1795,SF006792270,-23.8,30.13,765.0
1796,SF006794410,-23.87,30.28,550.0
1797,SF006794560,-23.62,30.27,1175.0
1798,SF006795320,-23.87,30.3,530.0
1799,SF006795920,-23.87,30.32,570.0
1800,SF006802250,-23.78,30.65,464.0
1801,SF006802800,-23.65,30.67,426.0
1802,SF007211970,-23.28,29.12,962.0
1803,SF007212570,-23.28,29.13,991.0
1804,SF007220820,-23.37,29.57,1000.0
1805,SF007222770,-23.12,29.67,896.0
1806,SF007225290,-23.32,29.8,1113.0
1807,SF007225710,-23.03,29.83,950.0
1808,SF007226140,-23.23,29.87,1023.0
1809,SF007227000,-23.17,29.9,963.0
1810,SF007227210,-23.02,29.92,1030.0
1811,SF007227490,-23.47,29.88,1128.0
1812,SF007230700,-23.17,30.07,875.0
1813,SF007231550,-23.07,30.13,853.0
1814,SF007232310,-23.35,30.15,710.0
1815,SF007233340,-23.07,30.18,780.0
1816,SF007233380,-23.13,30.2,706.0
1817,SF007233630,-23.05,30.22,762.0
1818,SF007235130,-23.05,30.3,716.0
1819,SF007641610,-22.683,29.1,839.0
1820,SF007657070,-22.78,29.9,731.0
1821,SF007664800,-23.02,30.3,1341.0
1822,SF007665090,-22.98,30.28,1280.0
1823,SF007667790,-22.98,30.43,587.0
1824,SF007668370,-22.95,30.47,762.0
1825,SFM00068174,-23.867,29.45,1224.0
1826,SFM00068242,-25.798,25.548,1274.4
1827,SFM00068262,-25.733,28.183,1322.0
1828,SFM00068263,-25.917,28.217,1500.0
1829,SFM00068368,-26.139,28.246,1694.1
1830,SFM00068461,-28.248,28.336,1695.0
1831,SFM00068538,-30.667,24.017,1287.0
1832,SFM00068588,-29.97,30.951,10.1
1833,SFM00068591,-30.85,30.333,154.0
1834,SFM00068592,-29.617,31.133,127.0
1835,SFM00068816,-33.965,18.602,46.0
1836,SFM00068842,-33.985,25.617,68.9
1837,WA004970190,-25.77,20.0,1000.0
1838,WZ004094600,-27.17,31.27,983.0
1839,WZ004451000,-26.67,31.07,1030.0
1840,WZ004455110,-26.533,31.3,641.0
1841,WZ004467410,-26.85,31.92,100.0
1842,WZ004822290,-26.32,31.13,1219.0
1843,WZ004834260,-26.1,31.75,250.0
1844,TO000005352,10.37,0.37,145.0
1845,TO000005361,8.98,1.13,400.0
1846,TO000005376,7.58,1.12,402.0
1847,TO000005380,6.58,1.5,51.0
1848,TO000005387,6.17,1.25,20.0
1849,TOM00065351,10.867,0.25,330.0
1850,TOM00065352,10.367,0.467,146.0
1851,TOM00065355,9.767,1.091,461.8
1852,TOM00065357,9.55,1.167,341.0
1853,TOM00065387,6.166,1.255,21.9
1854,UG000063602,3.05,30.917,1211.0
1855,UG000063630,2.75,32.333,1105.0
1856,UG000063654,1.683,31.717,1147.0
1857,UG000063674,0.183,30.1,961.0
1858,UG000063682,0.45,33.183,1173.0
1859,UG000063684,0.683,34.167,1171.0
1860,UG000063702,-0.617,30.65,1413.0
1861,UG000063726,-1.25,29.983,1869.0
1862,TZ000063729,-1.333,31.817,1143.0
1863,TZ000063733,-1.5,33.8,1147.0
1864,TZ000063756,-2.467,32.917,1140.0
1865,TZ000063789,-3.333,36.633,1387.0
1866,TZ000063790,-3.35,37.333,831.0
1867,TZ000063791,-3.417,37.067,896.0
1868,TZ000063816,-4.083,37.717,872.0
1869,TZ000063832,-5.083,32.833,1182.0
1870,TZ000063862,-6.167,35.767,1120.0
1871,TZ000063887,-7.633,35.767,1428.0
1872,TZ000063894,-6.867,39.2,53.0
1873,TZ000063962,-10.667,35.583,1036.0
1874,TZ000063971,-10.267,40.183,113.0
1875,TZM00063870,-6.222,39.225,16.5
1876,ZA000067403,-9.8,29.083,1324.0
1877,ZA000067441,-11.75,24.433,1363.0
1878,ZA000067475,-10.217,31.133,1384.0
1879,ZA000067531,-13.533,23.117,1078.0
1880,ZA000067541,-13.533,25.85,1234.0
1881,ZA000067543,-13.6,24.2,1075.0
1882,ZA000067551,-12.183,26.383,1386.0
1883,ZA000067561,-13.0,28.65,1270.0
1884,ZA000067571,-13.233,30.217,1384.0
1885,ZA000067581,-13.55,32.583,1032.0
1886,ZA000067583,-12.283,33.2,1143.0
1887,ZA000067633,-15.25,23.15,1053.0
1888,ZA000067641,-14.8,24.8,1213.0
1889,ZA000067659,-15.767,27.917,978.0
1890,ZA000067667,-15.55,28.25,1213.0
1891,ZA000067741,-17.467,24.3,951.0
1892,ZA000067743,-17.817,25.817,986.0
1893,ZA000067753,-16.833,27.067,1278.0
1894,ZAM00067663,-14.45,28.467,1207.0
1895,ZI000067755,-17.617,27.333,617.0
1896,ZI000067761,-16.517,28.883,518.0
