station,latitude,longitude,elevation,Temp_mean_min,Temp_mean_max,Temp_mean_avg,Temp_mean_range
WA007847230,-22.05,17.42,1620.0,11.639515400410659,27.97825325119783,19.80888432580421,16.338737850787123
WA007848260,-22.27,17.47,1755.0,10.935252566735114,27.450551676933568,19.192902121834443,16.515299110198463
WA007848390,-22.483,17.467,1700.0,10.935252566735114,27.450551676933568,19.192902121834443,16.515299110198463
WA007851770,-22.45,17.6,1620.0,10.935252566735114,27.450551676933568,19.192902121834443,16.515299110198463
WA007851830,-22.05,17.62,1764.0,11.639515400410659,27.97825325119783,19.80888432580421,16.338737850787123
WA007852200,-22.17,17.63,1720.0,11.639515400410659,27.97825325119783,19.80888432580421,16.338737850787123
WA007854900,-22.17,17.78,1653.0,11.639515400410659,27.97825325119783,19.80888432580421,16.338737850787123
WA007860970,-22.12,18.07,1633.0,11.912988364134153,28.430444900752924,20.17171663244354,16.517456536618784
WA007862830,-22.22,18.17,1583.0,11.912988364134153,28.430444900752924,20.17171663244354,16.517456536618784
WA007868650,-22.42,18.48,1450.0,12.760687200547581,29.57158932238185,21.166138261464763,16.810902121834374
WA007872630,-22.38,18.65,1484.0,12.760687200547581,29.57158932238185,21.166138261464763,16.810902121834374
WA007877120,-22.37,18.9,1474.0,12.760687200547581,29.57158932238185,21.166138261464763,16.810902121834374
WA007878380,-22.5,18.967,1400.0,12.760687200547581,29.57158932238185,21.166138261464763,16.810902121834374
WA007897980,-22.3,19.95,1290.0,13.644924024640597,29.95316221765914,21.79904312114986,16.30823819301845
WA008227940,-21.73,13.98,5.0,15.486955509924732,22.75502806297061,19.1209917864476,7.268072553045853
WA008261490,-21.98,15.58,873.0,14.267192334017764,31.839885010266887,23.05353867214235,17.57269267624917
WA008275650,-21.92,16.32,1341.0,14.049630390143728,31.538491444216326,22.79406091718005,17.488861054072554
WA008278480,-21.63,16.48,1450.0,13.49931553730323,30.664023271731732,22.081669404517406,17.164707734428507
WA008286550,-21.92,16.87,1400.0,13.468417522245078,30.31204654346339,21.8902320328542,16.843629021218323
WA008292250,-21.75,17.13,1550.0,13.468417522245078,30.31204654346339,21.8902320328542,16.843629021218323
WA008298550,-21.75,17.48,1500.0,11.639515400410659,27.97825325119783,19.80888432580421,16.338737850787123
WA008304520,-21.53,17.77,1550.0,13.091911019849444,29.48056125941121,21.286236139630333,16.38865023956188
WA008305800,-21.67,17.83,1500.0,12.639206023271711,28.794672142368263,20.716939082819906,16.15546611909645
WA008314390,-21.82,18.25,1653.0,11.912988364134153,28.430444900752924,20.17171663244354,16.517456536618784
WA008326850,-21.92,18.88,1556.0,12.508335386721456,29.02809171800139,20.768213552361313,16.519756331279947
WA008332220,-21.7,19.13,1461.0,13.326439425051344,29.340784394250544,21.333611909650916,16.01434496919919
WA008337530,-21.55,19.43,1428.0,13.326439425051344,29.340784394250544,21.333611909650916,16.01434496919919
WA008698420,-21.03,15.48,1205.0,15.16214373716629,32.071279945242985,23.616711841204644,16.909136208076642
WA008704030,-21.22,15.73,1240.0,15.16214373716629,32.071279945242985,23.616711841204644,16.909136208076642
WA008706200,-21.33,15.85,1350.0,14.739878165640015,31.862001368925377,23.30093976728262,17.122123203285422
WA008707750,-21.417,15.933,1217.0,14.739878165640015,31.862001368925377,23.30093976728262,17.122123203285422
WA008712590,-21.32,16.15,1200.0,13.49931553730323,30.664023271731732,22.081669404517406,17.164707734428507
WA008712780,-21.13,16.17,1500.0,13.773593429158167,30.339082819986235,22.056338124572214,16.56548939082818
WA008713630,-21.05,16.22,1500.0,13.773593429158167,30.339082819986235,22.056338124572214,16.56548939082818
WA008714110,-21.35,16.23,1400.0,13.49931553730323,30.664023271731732,22.081669404517406,17.164707734428507
WA008727100,-21.33,16.9,1400.0,12.916420260095851,29.964960985626256,21.440690622861066,17.048540725530426
WA008730930,-21.05,17.07,1400.0,13.030064339493487,30.038090349076043,21.534077344284796,17.008026009582434
WA008731170,-21.45,17.07,1400.0,12.916420260095851,29.964960985626256,21.440690622861066,17.048540725530426
WA008733220,-21.37,17.18,1400.0,12.916420260095851,29.964960985626256,21.440690622861066,17.048540725530426
WA008734510,-21.02,17.27,1400.0,13.653980835044528,30.612416153319547,22.13319849418204,16.95843531827517
WA008746490,-21.32,17.87,1450.0,12.639206023271711,28.794672142368263,20.716939082819906,16.15546611909645
WA008746590,-21.48,17.87,1550.0,12.639206023271711,28.794672142368263,20.716939082819906,16.15546611909645
WA008751070,-21.28,18.07,1520.0,12.639206023271711,28.794672142368263,20.716939082819906,16.15546611909645
WA008752040,-21.4,18.12,1574.0,12.639206023271711,28.794672142368263,20.716939082819906,16.15546611909645
WA008754450,-21.42,18.25,1625.0,12.639206023271711,28.794672142368263,20.716939082819906,16.15546611909645
WA008756290,-21.48,18.35,1592.0,12.639206023271711,28.794672142368263,20.716939082819906,16.15546611909645
WA008760370,-21.12,18.53,1445.0,13.72631074606434,29.672020533880907,21.699165639972644,15.94570978781652
WA008763260,-21.43,18.68,1535.0,12.83539493497605,29.00983983572892,20.922617385352464,16.17444490075294
WA008765760,-21.1,18.83,1425.0,13.72631074606434,29.672020533880907,21.699165639972644,15.94570978781652
WA009151670,-20.78,15.6,1220.0,15.16214373716629,32.071279945242985,23.616711841204644,16.909136208076642
WA009154460,-20.93,15.75,1325.0,15.16214373716629,32.071279945242985,23.616711841204644,16.909136208076642
WA009156230,-20.88,15.85,1355.0,15.16214373716629,32.071279945242985,23.616711841204644,16.909136208076642
WA009157810,-20.52,15.95,1203.0,14.688863791923398,31.21657357973989,22.952718685831663,16.527709787816622
WA009158370,-20.95,15.97,1450.0,13.773593429158167,30.339082819986235,22.056338124572214,16.56548939082818
WA009163230,-20.88,16.18,1512.0,13.773593429158167,30.339082819986235,22.056338124572214,16.56548939082818
WA009166980,-20.63,16.4,1425.0,14.688863791923398,31.21657357973989,22.952718685831663,16.527709787816622
WA009174330,-20.72,16.75,1580.0,13.220700889801506,29.735085557837017,21.477893223819276,16.514384668035593
WA009174420,-20.87,16.75,1516.0,13.030064339493487,30.038090349076043,21.534077344284796,17.008026009582434
WA009181280,-20.63,17.08,1485.0,13.220700889801506,29.735085557837017,21.477893223819276,16.514384668035593
WA009195050,-20.92,17.78,1338.0,13.653980835044528,30.612416153319547,22.13319849418204,16.95843531827517
WA009585120,-20.03,14.8,1002.0,14.73968377823406,32.48432443531826,23.61200410677609,17.744640657084222
WA009588330,-20.38,14.97,945.0,14.991768651608414,33.294246406570785,24.143007529089633,18.30247775496244
WA009601210,-20.02,15.58,1338.0,14.37255167693352,31.607149897330487,22.989850787132116,17.234598220396975
WA009612470,-20.12,16.15,1260.0,14.881613963038998,31.554817248459912,23.21821560574954,16.673203285420918
WA009637850,-20.08,17.45,1448.0,13.50597672826824,29.6618959616701,21.58393634496907,16.155919233401786
WA009647830,-20.05,17.95,1310.0,14.299581108829576,30.74990691307331,22.524744010951448,16.450325804243665
WA010026470,-19.78,14.37,1500.0,15.127682409308733,33.56591786447638,24.346800136892554,18.438235455167796
WA010035580,-19.8,14.82,1200.0,14.73968377823406,32.48432443531826,23.61200410677609,17.744640657084222
WA010036080,-19.63,14.85,1200.0,14.301371663244366,31.42586447638595,22.863618069815193,17.124492813141718
WA010040140,-19.73,15.02,1100.0,14.301371663244366,31.42586447638595,22.863618069815193,17.124492813141718
WA010041550,-19.58,15.1,1300.0,14.301371663244366,31.42586447638595,22.863618069815193,17.124492813141718
WA010043170,-19.78,15.18,1198.0,14.73968377823406,32.48432443531826,23.61200410677609,17.744640657084222
WA010050800,-19.83,15.55,1200.0,14.37255167693352,31.607149897330487,22.989850787132116,17.234598220396975
WA010063530,-19.88,16.2,1300.0,14.881613963038998,31.554817248459912,23.21821560574954,16.673203285420918
WA010066250,-19.92,16.35,1200.0,14.881613963038998,31.554817248459912,23.21821560574954,16.673203285420918
WA010066890,-19.98,16.38,1200.0,14.881613963038998,31.554817248459912,23.21821560574954,16.673203285420918
WA010082900,-19.83,17.17,1450.0,14.334610540725524,30.392735112936336,22.3636728268309,16.058124572210783
WA010085780,-19.63,17.33,1420.0,14.387274469541396,30.1577262149213,22.272500342231297,15.77045174537987
WA010086600,-20.0,17.37,1450.0,13.50597672826824,29.6618959616701,21.58393634496907,16.155919233401786
WA010094670,-19.78,17.77,1500.0,13.50597672826824,29.6618959616701,21.58393634496907,16.155919233401786
WA010095930,-19.88,17.83,1400.0,14.299581108829576,30.74990691307331,22.524744010951448,16.450325804243665
WA010096390,-19.65,17.87,1550.0,13.827267624914446,29.879921971252564,21.853594798083485,16.052654346338187
WA010098500,-19.67,17.98,1480.0,13.827267624914446,29.879921971252564,21.853594798083485,16.052654346338187
WA010098520,-19.7,17.98,1475.0,13.827267624914446,29.879921971252564,21.853594798083485,16.052654346338187
WA010101180,-19.97,18.07,1300.0,14.299581108829576,30.74990691307331,22.524744010951448,16.450325804243665
WA010101860,-19.6,18.117,1400.0,13.827267624914446,29.879921971252564,21.853594798083485,16.052654346338187
WA010107010,-19.68,18.4,1250.0,13.827267624914446,29.879921971252564,21.853594798083485,16.052654346338187
WA010111300,-19.67,18.58,1215.0,15.043360711841249,31.181687885010103,23.112524298425786,16.138327173169056
WA010117880,-19.63,18.95,1100.0,15.043360711841249,31.181687885010103,23.112524298425786,16.138327173169056
WA010150350,-19.58,20.53,1000.0,15.595155373032137,30.963704312115066,23.27942984257361,15.36854893908286
WA010472480,-19.13,13.65,577.0,15.472173853525005,32.85652429842571,24.16434907597526,17.384350444900857
WA010517310,-19.15,15.912,1100.0,15.249133470225821,32.01030116358671,23.629717316906138,16.761167693360676
WA010518000,-19.33,15.95,1050.0,15.404531143052692,32.075904175222426,23.740217659137556,16.67137303216973
WA010526410,-19.18,16.37,1050.0,15.832657084188916,32.140064339493556,23.986360711841087,16.307407255304568
WA010542310,-19.35,17.13,1200.0,15.353767282683098,31.475984941820798,23.41487611225182,16.122217659137554
WA010543290,-19.48,17.18,1300.0,15.353767282683098,31.475984941820798,23.41487611225182,16.122217659137554
WA010543500,-19.33,17.2,1250.0,14.387274469541396,30.1577262149213,22.272500342231297,15.77045174537987
WA010553740,-19.23,17.72,1311.0,15.914672142368223,31.951749486653025,23.933210814510556,16.03707734428473
WA010554470,-19.45,17.75,1400.0,14.387274469541396,30.1577262149213,22.272500342231297,15.77045174537987
WA010558090,-19.48,17.95,1450.0,13.827267624914446,29.879921971252564,21.853594798083485,16.052654346338187
WA010574650,-19.25,18.77,1200.0,15.043360711841249,31.181687885010103,23.112524298425786,16.138327173169056
WA010576160,-19.27,18.85,1200.0,15.043360711841249,31.181687885010103,23.112524298425786,16.138327173169056
WA010577230,-19.05,18.92,1000.0,15.605897330595464,31.427775496235466,23.51683641341541,15.821878165639973
WA011018280,-18.8,16.97,1100.0,16.10340314852844,32.396297056810454,24.24985010266941,16.29289390828204
WA011021610,-18.68,17.1,1100.0,16.256013689253948,32.30492813141672,24.280470910335453,16.048914442162893
WA011037970,-18.78,17.95,1100.0,15.670157426420257,31.653494866529783,23.66182614647498,15.983337440109553
WA011042020,-18.87,18.12,1450.0,15.670157426420257,31.653494866529783,23.66182614647498,15.983337440109553
WA011045350,-18.92,18.3,900.0,15.670157426420257,31.653494866529783,23.66182614647498,15.983337440109553
WA011592110,-18.02,20.63,1075.0,16.21916221765917,31.397753593429183,23.80845790554414,15.178591375770072
WA011986750,-17.75,14.88,1000.0,15.679984941820623,32.10669815195074,23.89334154688556,16.426713210129964
WA011990010,-17.52,15.02,1000.0,15.92711019849418,31.97649144421634,23.95180082135519,16.049381245722103
WA011991430,-17.88,15.08,1030.0,15.679984941820623,32.10669815195074,23.89334154688556,16.426713210129964
WA011998200,-17.67,15.47,1050.0,16.16779466119102,31.97125530458592,24.06952498288844,15.803460643394898
WA012003750,-17.75,15.72,1050.0,16.061329226557163,31.989375770020434,24.02535249828885,15.928046543463394
WA012011470,-17.95,16.08,1100.0,16.298325804243643,32.12341683778233,24.210871321013016,15.825091033538687
WA012064960,-17.77,18.78,1100.0,16.126116358658432,31.622763860369652,23.8744401095139,15.496647501711164
WA012084750,-17.917,19.767,1100.0,16.105753593429135,31.36986858316227,23.73781108829564,15.264114989733086
WA012505070,-17.45,14.78,1105.0,15.92711019849418,31.97649144421634,23.95180082135519,16.049381245722103
WAM00068006,-17.933,15.983,1100.0,16.298325804243643,32.12341683778233,24.210871321013016,15.825091033538687
WAM00068098,-22.983,14.65,88.0,14.899519507186897,20.94056125941127,17.920040383299142,6.0410417522245075
NG000001024,16.98,7.98,520.0,20.923311430527022,36.27838466803562,28.60084804928131,15.355073237508542
NG000001036,14.22,1.45,209.0,22.307872689938403,36.18385078713222,29.24586173853527,13.875978097193693
NG000001043,14.9,5.25,384.0,21.609954825461937,36.21997672826837,28.914965776865106,14.610021902806334
NG000001049,14.25,13.12,289.0,21.464550308008153,37.170856947296265,29.31770362765233,15.70630663928814
NG000001052,13.5,2.13,216.0,22.209660506502317,35.93099657768657,29.07032854209445,13.721336071184089
NG000001075,13.8,5.25,272.0,21.78651197809704,36.03730047912384,28.91190622861057,14.250788501026697
NG000001080,13.47,7.08,388.0,20.805535934291598,35.31152224503771,28.05852908966463,14.50598631074603
NG000001090,13.8,9.0,489.0,20.49856399726207,35.079865845311446,27.789214921286828,14.581301848049305
NG000001096,13.23,11.98,357.0,20.900475017111404,35.99186584531136,28.446170431211524,15.091390828199877
NG000061017,18.683,12.917,357.0,19.47118822724159,34.41959753593429,26.945392881588013,14.948409308692655
NG000061024,16.967,7.967,505.0,20.923311430527022,36.27838466803562,28.60084804928131,15.355073237508542
NG000061043,14.9,5.25,391.0,21.609954825461937,36.21997672826837,28.914965776865106,14.610021902806334
NG000061096,13.233,11.983,337.0,20.900475017111404,35.99186584531136,28.446170431211524,15.091390828199877
NGM00061045,13.983,10.3,460.0,20.776098562628345,35.66426420260095,28.220181382614676,14.888165639972616
NGM00061053,13.033,3.3,225.0,22.132098562628347,35.83186995208767,28.98198425735796,13.699771389459281
NGM00061085,13.373,12.627,303.0,21.375609856262816,36.603111567419624,28.989360711841275,15.22750171115671
NGM00061091,12.983,8.933,403.0,20.40342642026002,35.06942368240931,27.736425051334717,14.665997262149217
NGM00061099,11.883,3.45,202.0,21.72969883641342,35.46683778234094,28.59826830937699,13.737138945927436
UVM00065505,12.467,3.483,300.0,21.82861464750172,35.666231348391655,28.747422997946607,13.83761670088978
NIM00065046,12.048,8.525,476.1,19.335026694045254,35.55707460643383,27.446050650239656,16.222047912388792
NIM00065082,11.85,13.083,354.0,21.311828884325887,36.41703901437369,28.86443394934983,15.105210130047968
NIM00065101,8.44,4.494,343.2,21.205392197125196,31.139778234086275,26.172585215605693,9.934386036960998
NIM00065123,9.617,6.533,260.0,21.54084873374394,32.530392881588014,27.03562080766602,10.989544147843995
NIM00065134,9.64,8.869,1289.9,18.030453114305338,30.34573853524978,24.188095824777612,12.315285420944521
NIM00065167,9.258,12.43,182.6,21.73665708418885,34.67495003422321,28.20580355920603,12.938292950034176
NIM00065201,6.577,3.321,41.1,24.572850102669396,28.641919233401723,26.60738466803554,4.069069130732374
NIM00065250,5.015,6.95,26.5,22.804767967145725,29.69863107460651,26.251699520876045,6.893863107460621
NIM00065257,6.467,7.55,137.0,21.769846680355897,29.58605475701572,25.677950718685867,7.816208076659829
NIM00065271,7.704,8.614,113.1,21.735158110882914,30.781404517453847,26.258281314168347,9.046246406570825
MR000001489,16.5,-15.82,5.0,21.00940041067757,36.29794934976045,28.65367488021894,15.288548939082771
SG000001627,15.38,-15.15,21.0,21.60459137577002,36.685274469541376,29.14493292265576,15.080683093771423
SG00000O067,14.8,-17.07,71.0,21.037979466119086,32.454084873374356,26.746032169746794,11.416105407255285
SG00000O077,14.67,-17.43,40.0,23.47945242984256,25.413627652293023,24.446540041067742,1.9341752224503777
SG000061612,16.633,-14.917,7.0,21.49859822039701,36.81166324435314,29.155130732375124,15.31306502395618
SG000061641,14.733,-17.5,24.0,23.47945242984256,25.413627652293023,24.446540041067742,1.9341752224503777
SG000061687,13.767,-13.683,50.0,22.507631759069124,36.59110198494185,29.5493668720054,14.08347022587266
SGM00061630,15.65,-13.25,17.0,22.562298425735865,36.80425051334704,29.683274469541452,14.241952087611306
SGM00061666,14.65,-16.233,9.0,20.999463381245793,35.737650924024614,28.368557152635095,14.738187542778842
SGM00061679,14.147,-16.051,7.9,21.242631074606518,34.593911019849436,27.918271047227954,13.351279945242991
SGM00061695,12.556,-16.282,22.9,21.347902806296958,33.08412731006149,27.21601505817931,11.73622450376451
SGM00061697,12.41,-16.746,15.8,23.698466803559192,28.06492128678987,25.88169404517453,4.366454483230671
SGM00061698,12.883,-14.967,10.0,21.367945242984312,34.47564955509918,27.921797399041868,13.107704312114986
SGM00061699,12.572,-12.22,178.0,21.729857631759142,34.59495961670093,28.162408624229972,12.865101984941804
SL000061856,8.617,-13.2,27.0,24.134276522929444,29.310585900068382,26.722431211499025,5.176309377138976
SLM00061892,8.65,-10.967,390.0,21.307466119096457,31.23766050650239,26.27256331279944,9.930194387405871
SF000028850,-34.75,20.0,12.0,16.280032854209374,18.99055715263514,17.63529500342238,2.71052429842574
SF000030320,-34.533,20.033,50.0,12.686818617385342,22.714991101984843,17.700904859685085,10.028172484599558
SF000047220,-34.03,18.42,100.0,15.601895961670087,18.889066392881556,17.245481177275845,3.2871704312114938
SF000061920,-34.18,19.1,262.0,10.04496783025327,23.231909650924052,16.63843874058866,13.186941820670784
SF000065270,-34.28,19.32,213.0,13.49717864476383,21.154618754277838,17.325898699520906,7.657440109514022
SF000066120,-34.22,19.35,122.0,10.04496783025327,23.231909650924052,16.63843874058866,13.186941820670784
SF000067330,-34.22,19.43,244.0,10.04496783025327,23.231909650924052,16.63843874058866,13.186941820670784
SF000068296,-24.983,31.6,271.0,16.92862422997945,30.971273100616028,23.94994866529771,14.04264887063655
SF000068370,-26.467,29.45,838.0,8.462678986995215,24.4977919233402,16.480235455167712,16.03511293634495
SF000068438,-28.8,24.767,1196.0,10.36125393566049,27.578855578370874,18.97005475701577,17.21760164271049
SF000068496,-28.5,32.4,107.0,21.525824777549612,24.92281177275831,23.22431827515399,3.396986995208763
SF000068712,-32.833,17.85,67.0,13.745629021218269,21.56668309377145,17.65615605749488,7.821054072553064
SF000068858,-33.033,27.833,125.0,18.163081451060922,22.589264887063656,20.376173169062266,4.426183436002731
SF000068994,-46.883,37.867,21.0,4.394372347707045,6.697081451060935,5.545726899383986,2.302709103353869
SF000081360,-34.27,20.08,244.0,12.686818617385342,22.714991101984843,17.700904859685085,10.028172484599558
SF000083670,-34.12,20.23,168.0,10.467577002053385,24.991455167693303,17.72951608487339,14.523878165640014
SF000084700,-34.32,20.3,168.0,12.686818617385342,22.714991101984843,17.700904859685085,10.028172484599558
SF000087510,-34.0,20.43,250.0,11.080168377823416,24.988444900752892,18.034306639288122,13.9082765229295
SF000087820,-34.03,20.45,143.0,11.080168377823416,24.988444900752892,18.034306639288122,13.9082765229295
SF000097830,-34.07,20.97,98.0,11.293690622861062,25.318390143737158,18.306040383299113,14.02469952087612
SF000098150,-34.08,20.95,91.0,11.293690622861062,25.318390143737158,18.306040383299113,14.02469952087612
SF000104560,-34.083,21.25,116.0,11.293690622861062,25.318390143737158,18.306040383299113,14.02469952087612
SF000107420,-34.37,21.42,15.0,15.822386036961,20.338572210814498,18.08047912388775,4.516186173853528
SF000111320,-34.2,21.6,168.0,12.197394934976051,24.367237508555714,18.28231622176591,12.169842573579741
SF000123030,-34.07,22.18,91.0,12.197394934976051,24.367237508555714,18.28231622176591,12.169842573579741
SF000140630,-34.05,23.05,15.0,12.774903490759703,22.307797399041736,17.541350444900683,9.532893908282011
SF000143930,-34.05,23.23,229.0,12.774903490759703,22.307797399041736,17.541350444900683,9.532893908282011
SF000174520,-34.03,24.78,140.0,14.79207529089665,22.376924024640694,18.584499657768674,7.584848733744001
SF000175820,-34.2,24.833,7.0,14.79207529089665,22.376924024640694,18.584499657768674,7.584848733744001
SF000206890,-33.98,18.38,655.0,15.601895961670087,18.889066392881556,17.245481177275845,3.2871704312114938
SF000207460,-33.93,18.42,91.0,15.601895961670087,18.889066392881556,17.245481177275845,3.2871704312114938
SF000207470,-33.95,18.42,183.0,15.601895961670087,18.889066392881556,17.245481177275845,3.2871704312114938
SF000207760,-33.93,18.43,61.0,15.601895961670087,18.889066392881556,17.245481177275845,3.2871704312114938
SF000208660,-33.93,18.48,40.0,12.46560164271045,21.68992744695414,17.07776454483226,9.224325804243678
SF000210550,-33.92,18.53,15.0,12.46560164271045,21.68992744695414,17.07776454483226,9.224325804243678
SF000211300,-33.67,18.58,42.0,11.844182067077295,24.18951266255989,18.016847364818613,12.345330595482594
SF000212600,-33.83,18.65,152.0,12.46560164271045,21.68992744695414,17.07776454483226,9.224325804243678
SF000213300,-34.02,18.68,30.0,12.46560164271045,21.68992744695414,17.07776454483226,9.224325804243678
SF000215910,-33.85,18.83,180.0,12.46560164271045,21.68992744695414,17.07776454483226,9.224325804243678
SF000216550,-33.93,18.87,122.0,12.46560164271045,21.68992744695414,17.07776454483226,9.224325804243678
SF000218230,-33.72,18.97,125.0,11.844182067077295,24.18951266255989,18.016847364818613,12.345330595482594
SF000220380,-33.63,19.05,185.0,11.844182067077295,24.18951266255989,18.016847364818613,12.345330595482594
SF000221130,-33.88,19.07,223.0,10.04496783025327,23.231909650924052,16.63843874058866,13.186941820670784
SF000225210,-33.68,19.32,225.0,8.698758384668066,22.98727857631764,15.843018480492738,14.288520191649583
SF000225390,-34.0,19.3,350.0,10.04496783025327,23.231909650924052,16.63843874058866,13.186941820670784
SF000227590,-33.617,19.467,270.0,8.698758384668066,22.98727857631764,15.843018480492738,14.288520191649583
SF000228030,-33.88,19.45,296.0,10.04496783025327,23.231909650924052,16.63843874058866,13.186941820670784
SF000235970,-33.95,19.83,236.0,10.467577002053385,24.991455167693303,17.72951608487339,14.523878165640014
SF000236110,-33.68,19.85,952.0,7.849923340177962,22.460516084873426,15.155219712525627,14.610592744695408
SF000236290,-33.98,19.85,285.0,10.467577002053385,24.991455167693303,17.72951608487339,14.523878165640014
SF000236740,-33.75,19.88,375.0,10.467577002053385,24.991455167693303,17.72951608487339,14.523878165640014
SF000236780,-33.8,19.9,204.0,10.467577002053385,24.991455167693303,17.72951608487339,14.523878165640014
SF000241970,-33.78,20.13,223.0,10.467577002053385,24.991455167693303,17.72951608487339,14.523878165640014
SF000254140,-33.9,20.73,375.0,11.080168377823416,24.988444900752892,18.034306639288122,13.9082765229295
SF000255990,-33.98,20.83,433.0,11.080168377823416,24.988444900752892,18.034306639288122,13.9082765229295
SF000273020,-33.53,21.68,228.0,9.50737029431895,25.684799452429814,17.59608487337442,16.177429158110865
SF000278760,-33.62,22.0,250.0,9.50737029431895,25.684799452429814,17.59608487337442,16.177429158110865
SF000281500,-34.0,22.07,183.0,12.197394934976051,24.367237508555714,18.28231622176591,12.169842573579741
SF000283350,-33.617,22.2,311.0,9.182632443531839,24.547455167693343,16.865043805612643,15.364822724161515
SF000284070,-33.78,22.23,411.0,13.720930869267674,22.354461327857685,18.03769609856264,8.63353045858997
SF000284150,-33.92,22.23,457.0,13.720930869267674,22.354461327857685,18.03769609856264,8.63353045858997
SF000285360,-33.93,22.28,297.0,13.720930869267674,22.354461327857685,18.03769609856264,8.63353045858997
SF000287710,-33.85,22.45,610.0,13.720930869267674,22.354461327857685,18.03769609856264,8.63353045858997
SF000288380,-34.017,22.383,190.0,13.720930869267674,22.354461327857685,18.03769609856264,8.63353045858997
SF000292940,-33.9,22.68,360.0,13.720930869267674,22.354461327857685,18.03769609856264,8.63353045858997
SF000292970,-33.95,22.67,333.0,13.720930869267674,22.354461327857685,18.03769609856264,8.63353045858997
SF000295420,-33.53,22.82,565.0,8.38343052703629,23.70319096509239,16.043310746064346,15.319760438056075
SF000296920,-33.53,22.9,610.0,8.38343052703629,23.70319096509239,16.043310746064346,15.319760438056075
SF000298050,-33.93,22.97,282.0,12.774903490759703,22.307797399041736,17.541350444900683,9.532893908282011
SF000298630,-33.9,23.0,442.0,12.774903490759703,22.307797399041736,17.541350444900683,9.532893908282011
SF000300880,-33.97,23.05,280.0,12.774903490759703,22.307797399041736,17.541350444900683,9.532893908282011
SF000300900,-34.03,23.08,259.0,12.774903490759703,22.307797399041736,17.541350444900683,9.532893908282011
SF000302190,-33.67,23.13,730.0,8.38343052703629,23.70319096509239,16.043310746064346,15.319760438056075
SF000302650,-33.92,23.15,680.0,12.774903490759703,22.307797399041736,17.541350444900683,9.532893908282011
SF000304930,-33.68,23.28,1080.0,8.38343052703629,23.70319096509239,16.043310746064346,15.319760438056075
SF000307750,-33.93,23.42,260.0,12.774903490759703,22.307797399041736,17.541350444900683,9.532893908282011
SF000312370,-33.95,23.63,243.0,14.054004106776153,21.418981519507156,17.73649281314166,7.364977412731036
SF000315070,-33.97,23.78,229.0,14.054004106776153,21.418981519507156,17.73649281314166,7.364977412731036
SF000322090,-33.98,24.12,235.0,13.27099520876108,23.18261054072555,18.226802874743363,9.911615331964384
SF000325030,-33.9,24.28,448.0,13.27099520876108,23.18261054072555,18.226802874743363,9.911615331964384
SF000336800,-33.83,24.88,40.0,14.79207529089665,22.376924024640694,18.584499657768674,7.584848733744001
SF000338710,-33.53,25.02,550.0,11.096476386037008,25.965462012320415,18.53096919917865,14.868985626283347
SF000340520,-33.87,25.03,80.0,14.79207529089665,22.376924024640694,18.584499657768674,7.584848733744001
SF000341210,-33.52,25.08,320.0,11.096476386037008,25.965462012320415,18.53096919917865,14.868985626283347
SF000341380,-33.8,25.08,420.0,14.79207529089665,22.376924024640694,18.584499657768674,7.584848733744001
SF000343810,-33.85,25.22,420.0,14.79207529089665,22.376924024640694,18.584499657768674,7.584848733744001
SF000347620,-33.7,25.433,157.0,12.054533880903474,26.98937166324435,19.52195277207394,14.934837782340837
SF000352090,-33.98,25.62,50.0,16.181549623545518,22.112502395619423,19.147026009582426,5.930952772073913
SF000366050,-33.57,26.33,274.0,13.176414784394261,24.54462970568104,18.860522245037647,11.368214921286759
SF000366420,-33.7,26.37,191.0,13.176414784394261,24.54462970568104,18.860522245037647,11.368214921286759
SF000367290,-33.65,26.42,183.0,13.176414784394261,24.54462970568104,18.860522245037647,11.368214921286759
SF000375410,-33.52,26.82,210.0,14.874996577686515,24.455307323750855,19.6651519507187,9.580310746064402
SF000376960,-33.6,26.883,37.0,14.874996577686515,24.455307323750855,19.6651519507187,9.580310746064402
SF000406040,-33.07,18.35,37.0,13.745629021218269,21.56668309377145,17.65615605749488,7.821054072553064
SF000406530,-33.4,18.38,244.0,14.682798083504494,19.546255989048593,17.114527036276442,4.86345790554418
SF000413470,-33.28,18.7,170.0,11.844182067077295,24.18951266255989,18.016847364818613,12.345330595482594
SF000414170,-33.467,18.717,102.0,11.844182067077295,24.18951266255989,18.016847364818613,12.345330595482594
SF000422270,-33.28,19.15,165.0,8.698758384668066,22.98727857631764,15.843018480492738,14.288520191649583
SF000423250,-33.43,19.18,268.0,8.698758384668066,22.98727857631764,15.843018480492738,14.288520191649583
SF000423570,-33.45,19.2,255.0,8.698758384668066,22.98727857631764,15.843018480492738,14.288520191649583
SF000440500,-33.35,20.05,782.0,7.849923340177962,22.460516084873426,15.155219712525627,14.610592744695408
SF000447650,-33.25,20.43,1064.0,9.062978781656426,24.4628980150583,16.7629383983573,15.39991923340177
SF000451340,-33.23,20.58,896.0,8.492294318959626,24.03166461327853,16.261979466119087,15.539370294318962
SF000451840,-33.07,20.58,930.0,8.492294318959626,24.03166461327853,16.261979466119087,15.539370294318962
SF000456110,-33.2,20.867,656.0,8.492294318959626,24.03166461327853,16.261979466119087,15.539370294318962
SF000460580,-33.48,21.02,411.0,9.389553730321675,25.46422587268999,17.426889801505787,16.074672142368243
