"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TMAX","TMIN"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-05-18","78",,"68"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-05-19","76",,"66"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-05-20","76","90","68"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-05-21","77","93","73"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-05-22","79","86","70"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-05-23","78",,"72"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-05-25","81","95","75"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-05-26","77","95","72"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-05-27","78","91","73"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-05-28","83",,
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-05-29","77","88","70"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-05-30","77","84",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-05-31","79","93",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-06-01","84",,"73"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-06-03","83",,"73"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-06-04","87","95","73"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-06-05","81","93","75"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-06-07","84","93",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-06-08","84","91","77"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-06-09","80",,
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-06-10","86","91","75"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-06-11","82","93",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-06-12","80",,"75"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-06-14","80",,"72"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-06-15","85","93","72"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-06-16","84","90","77"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-06-17","81","88",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-06-18","81","88",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-06-19","81","90","77"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-06-20","80",,"73"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-06-21","81","88",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-06-22","81","90","77"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-06-23","82",,"75"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-06-24","83","91",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-06-25","81","91","70"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-06-26","83",,
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-06-27","84",,
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-06-29","82","93",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-06-30","84",,
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-07-02","82",,"75"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-07-03","82",,
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-07-04","81","91","72"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-07-05","78","88","70"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-07-06","81","86","75"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-07-07","79","90","73"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-07-08","80","91","77"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-07-09","80","86","73"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-07-10","78","88","72"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-07-11","82",,"75"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-07-12","82","88","73"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-07-13","81","90","73"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-07-14","78",,"75"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-07-15","82","88",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-07-16","81","88","77"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-07-17","82","88","75"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-07-18","81","88","77"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-07-19","81",,
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-07-20","81","86","75"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-07-21","81","88","73"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-07-22","81","88",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-07-23","83","90",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-07-24","78",,"77"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-07-26","81","90","75"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-07-27","81","86","75"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-07-28","79","88",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-07-29","79",,"75"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-08-22","82","88","72"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-08-23","78","88",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-08-27","79","86",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-09-02","75",,
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-09-03","84","90","75"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-09-18","81",,
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-11-07","78",,
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1981-11-30","73","93","63"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-05-11","84",,
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-05-12","84",,"70"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-05-13","80","89",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-05-14","78",,"68"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-05-15","79","94","65"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-05-16","78",,"65"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-05-17","73","83","66"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-05-18","76",,"68"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-05-19","76","88","67"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-05-20","75","89",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-05-21","74","88","68"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-05-22","72",,"67"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-05-23","74","81",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-05-24","76","86",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-05-25","74",,"68"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-05-27","74","83","68"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-05-28","74","83",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-05-29","71",,"69"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-05-30","77",,"69"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-05-31","74","90","71"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-06-01","81",,
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-06-02","79","89",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-06-03","76",,"72"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-06-06","77","89","71"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-06-07","81","89",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-06-08","80","89","73"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-06-10","83","101","73"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-06-11","84",,
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-06-15","81",,"73"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-06-17","80","89","74"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-06-18","81","90","74"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-06-19","83","91","74"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-06-20","82","90","74"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-06-21","83","89",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-06-22","80",,
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-06-23","83","94","74"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-06-24","82","90","76"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-06-25","81",,
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-06-27","80",,
