"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TMAX","TMIN"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-08-19","77","84","73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-08-20","81","84","77"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-08-21","76",,
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-08-22","77",,"73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-08-23","77","82","73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-08-24","77",,"75"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-08-25","81","86","75"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-08-26","78","82","75"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-08-27","77","81","73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-08-29","78",,
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-08-30","78","84","73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-08-31","78","82","77"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-09-01","77","79",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-09-02","80","82",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-09-03","78","81",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-09-04","79","86","77"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-09-06","81","86","75"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-09-07","73","86",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-09-08","78",,"72"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-09-09","78","84",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-09-10","80",,
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-09-11","81",,"77"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-09-12","76",,"73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-09-14","75",,"72"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-09-15","78","84","73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-09-17","77",,"72"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-09-18","80","86",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-09-20","81","86","77"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-09-21","80","86","77"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-09-22","76","86","72"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-09-24","76",,
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-09-25","79","84","57"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-09-26","79","86",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-09-27","81","88","73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-09-28","77","82","72"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-09-30","79",,"75"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-10-01","82","88",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-10-03","79","86",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-10-04","79","88",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-10-08","76","81",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-10-09","77",,"72"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-10-16","82",,"79"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-10-17","81","90",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-10-18","80",,"72"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-10-19","83","86",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-10-21","79",,"75"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-10-22","79",,"73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-10-23","79",,
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-10-26","76",,"72"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-11-03","72",,
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-11-13","81","88",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-11-15","80","88","75"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-11-22","76",,
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-11-25","84",,"75"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-11-26","81","88","73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-11-29","79","90",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-12-01","77",,"73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-12-04","84","88",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-12-05","81",,"77"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1980-12-19","77","82","72"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-02-26","85","88",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-02-27","80",,"73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-03-01","83","88","77"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-03-07","80",,"75"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-03-14","78",,"72"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-03-29","83",,
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-03-30","83",,
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-04-01","82",,
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-04-02","83",,"75"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-04-03","81",,"75"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-04-04","80",,"77"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-04-05","82",,
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-04-07","82",,"77"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-05-01","83","90","73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-05-02","81","90","73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-05-05","78",,"73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-05-06","79",,"75"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-05-12","80","90","68"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-05-20","78","90",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-05-21","81","90","70"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-05-22","82","88",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-05-24","81","88","72"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-05-25","81",,"73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-05-26","79",,
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-05-27","81","86","72"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-05-28","82","86",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-05-30","81","88","77"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-06-02","80",,"75"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-06-03","84",,"79"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-06-04","83","90",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-06-05","84","90",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-06-07","83","86","72"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-06-08","81","84","77"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-06-10","83","86","77"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-06-11","75",,"70"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-06-12","81","93","77"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-06-13","79",,"75"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-06-14","85","90","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-06-17","80","86","72"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-06-18","77","84","68"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-06-19","83","90",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-06-21","78",,"75"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-06-22","77",,"75"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-06-25","80","86",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-06-26","81",,"73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-06-27","81",,"77"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-06-29","78","82","73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-06-30","78","82","75"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-07-04","78",,"73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-07-05","76",,"72"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-07-08","77","81","73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-07-11","81","84",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-07-12","74","82",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-07-13","79","84","75"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-07-21","77","81","72"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-07-24","75","84",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-07-25","76","79","72"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-07-29","77","79","73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-07-31","80",,
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-08-01","75",,"73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-08-02","76",,
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-08-07","78","81",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-08-08","78","82",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-08-09","81","86","75"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-08-11","78","82",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-08-13","77",,"68"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-08-17","81",,
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-08-22","78","84",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-08-26","77","82","68"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-08-27","80","84",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-08-29","77",,
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-09-10","78","82","72"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-09-11","75","79","73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-09-17","77","82","73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-09-18","78","82",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-09-19","78","84",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-09-22","79",,"75"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-09-23","79","88","73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-09-25","77",,"72"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-10-11","78","86","73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-10-28","77","86",
